time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;6.660e-01;-3.143e-10;6.660e-01;3.321e-09;1.000e+00;6.660e-01;-7.151e-11;1.000e+00;3.330e-03;1.073e-09;1.000e+01;6.660e-01;9.000e-05
0.000001000;1.000e+00;6.660e-01;-2.610e-10;6.660e-01;3.395e-09;1.000e+00;6.660e-01;-7.702e-11;1.000e+00;3.330e-03;1.061e-09;1.000e+01;6.660e-01;9.000e-05
29.999994000;1.000e+00;6.660e-01;1.622e-09;6.660e-01;-3.446e-09;1.000e+00;6.660e-01;1.084e-09;1.000e+00;3.330e-03;-9.186e-09;1.000e+01;6.660e-01;9.000e-05
29.999994000;3.659e-01;2.438e-01;1.880e-09;6.663e-01;-3.399e-09;3.659e-01;6.663e-01;1.139e-09;3.659e-01;1.219e-03;-9.170e-09;1.000e+01;6.660e-01;9.000e-05
30.000058000;3.659e-01;2.438e-01;3.509e-09;6.663e-01;-3.303e-09;3.659e-01;6.663e-01;1.484e-09;3.659e-01;1.219e-03;-8.923e-09;1.000e+01;6.660e-01;9.000e-05
30.000122000;3.659e-01;2.438e-01;3.722e-09;6.663e-01;-3.298e-09;3.659e-01;6.662e-01;5.466e-04;3.659e-01;1.219e-03;-8.864e-09;1.000e+01;6.660e-01;9.000e-05
30.000250000;3.659e-01;2.438e-01;3.930e-09;6.662e-01;-3.291e-09;3.659e-01;6.662e-01;5.465e-04;3.659e-01;1.219e-03;-8.806e-09;1.000e+01;6.660e-01;9.000e-05
30.000378000;3.659e-01;2.438e-01;4.134e-09;6.662e-01;-3.279e-09;3.660e-01;6.662e-01;5.465e-04;3.659e-01;1.219e-03;-8.749e-09;1.000e+01;6.660e-01;9.000e-05
30.000506000;3.660e-01;2.438e-01;2.000e-04;6.662e-01;5.465e-04;3.660e-01;6.662e-01;5.465e-04;3.660e-01;1.219e-03;9.913e-07;1.000e+01;6.660e-01;9.000e-05
30.000634000;3.660e-01;2.440e-01;2.000e-04;6.667e-01;5.465e-04;3.660e-01;6.667e-01;1.093e-03;3.660e-01;1.220e-03;9.914e-07;1.000e+01;6.660e-01;9.000e-05
30.000762000;3.660e-01;2.440e-01;4.000e-04;6.666e-01;1.093e-03;3.660e-01;6.666e-01;1.093e-03;3.660e-01;1.220e-03;1.991e-06;1.000e+01;6.660e-01;9.000e-05
30.000815000;3.660e-01;2.440e-01;4.000e-04;6.666e-01;1.093e-03;3.661e-01;6.666e-01;1.093e-03;3.660e-01;1.220e-03;1.991e-06;1.000e+01;6.660e-01;9.000e-05
30.000816000;3.660e-01;2.440e-01;4.000e-04;6.666e-01;1.093e-03;3.661e-01;6.666e-01;1.093e-03;3.660e-01;1.220e-03;1.992e-06;1.000e+01;6.660e-01;9.000e-05
30.000817000;3.660e-01;2.440e-01;4.000e-04;6.666e-01;1.093e-03;3.661e-01;6.666e-01;1.639e-03;3.660e-01;1.220e-03;1.992e-06;1.000e+01;6.660e-01;9.000e-05
30.000831000;3.660e-01;2.440e-01;4.000e-04;6.666e-01;1.093e-03;3.661e-01;6.666e-01;1.639e-03;3.660e-01;1.220e-03;1.992e-06;1.000e+01;6.660e-01;9.000e-05
30.000847000;3.661e-01;2.440e-01;4.000e-04;6.666e-01;1.093e-03;3.661e-01;6.666e-01;1.639e-03;3.661e-01;1.220e-03;1.992e-06;1.000e+01;6.660e-01;9.000e-05
