time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;NetworkFrequencyPu
0.000000000;1.097e+00;4.167e-01;4.444e-01;3.799e-01;4.053e-01;1.097e+00;3.750e-01;4.000e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.084e-01;5.000e+01
0.000512000;1.097e+00;4.167e-01;4.443e-01;3.799e-01;4.051e-01;1.097e+00;3.750e-01;3.998e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.082e-01;5.000e+01
0.001024000;1.097e+00;4.166e-01;4.441e-01;3.799e-01;4.049e-01;1.097e+00;3.750e-01;3.997e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.081e-01;5.000e+01
0.002536000;1.097e+00;4.166e-01;4.435e-01;3.799e-01;4.045e-01;1.097e+00;3.750e-01;3.992e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.076e-01;5.000e+01
0.003536000;1.097e+00;4.166e-01;4.432e-01;3.799e-01;4.042e-01;1.097e+00;3.749e-01;3.989e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.073e-01;5.000e+01
0.004536000;1.097e+00;4.166e-01;4.429e-01;3.799e-01;4.039e-01;1.097e+00;3.749e-01;3.986e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.070e-01;5.000e+01
0.005536000;1.096e+00;4.166e-01;4.426e-01;3.799e-01;4.036e-01;1.096e+00;3.749e-01;3.983e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.068e-01;5.000e+01
0.006536000;1.096e+00;4.166e-01;4.423e-01;3.799e-01;4.034e-01;1.096e+00;3.749e-01;3.981e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.065e-01;5.000e+01
0.007536000;1.096e+00;4.166e-01;4.420e-01;3.799e-01;4.032e-01;1.096e+00;3.749e-01;3.978e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.063e-01;5.000e+01
0.008536000;1.096e+00;4.165e-01;4.418e-01;3.799e-01;4.029e-01;1.096e+00;3.749e-01;3.976e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.061e-01;5.000e+01
0.011536000;1.096e+00;4.165e-01;4.411e-01;3.799e-01;4.023e-01;1.096e+00;3.749e-01;3.970e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.055e-01;5.000e+01
