time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.000000000;1.097e+00;4.167e-01;4.444e-01;3.799e-01;4.053e-01;1.107e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.084e-01;5.555e-01;1.000e+00
0.010000000;1.092e+00;4.149e-01;4.013e-01;3.799e-01;3.675e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.769e-01;-3.706e-01;5.286e-01;1.000e+00
0.020000000;1.089e+00;4.144e-01;3.766e-01;3.803e-01;3.457e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.774e-01;-3.489e-01;5.140e-01;1.000e+00
0.030000000;1.092e+00;4.159e-01;3.988e-01;3.809e-01;3.652e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.778e-01;-3.684e-01;5.277e-01;1.000e+00
0.030000000;1.092e+00;4.158e-01;3.988e-01;3.809e-01;3.652e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.778e-01;-3.684e-01;5.277e-01;1.000e+00
0.040000000;1.089e+00;4.152e-01;3.766e-01;3.811e-01;3.457e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.782e-01;-3.489e-01;5.145e-01;1.000e+00
0.050000000;1.092e+00;4.165e-01;3.990e-01;3.815e-01;3.654e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.784e-01;-3.686e-01;5.283e-01;1.000e+00
0.060000000;1.090e+00;4.157e-01;3.772e-01;3.816e-01;3.462e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.786e-01;-3.493e-01;5.152e-01;1.000e+00
0.070000000;1.092e+00;4.169e-01;3.994e-01;3.818e-01;3.658e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.787e-01;-3.690e-01;5.288e-01;1.000e+00
0.080000000;1.090e+00;4.160e-01;3.775e-01;3.818e-01;3.464e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.789e-01;-3.496e-01;5.155e-01;1.000e+00
0.090000000;1.092e+00;4.171e-01;3.996e-01;3.819e-01;3.660e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.789e-01;-3.692e-01;5.290e-01;1.000e+00
0.100000000;1.090e+00;4.161e-01;3.776e-01;3.819e-01;3.466e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.498e-01;5.157e-01;1.000e+00
0.110000000;1.092e+00;4.171e-01;3.997e-01;3.820e-01;3.661e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.789e-01;-3.693e-01;5.291e-01;1.000e+00
0.120000000;1.090e+00;4.161e-01;3.777e-01;3.819e-01;3.466e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.498e-01;5.158e-01;1.000e+00
0.130000000;1.092e+00;4.172e-01;3.997e-01;3.820e-01;3.661e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.789e-01;-3.693e-01;5.291e-01;1.000e+00
0.140000000;1.090e+00;4.162e-01;3.777e-01;3.819e-01;3.466e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.498e-01;5.158e-01;1.000e+00
0.150000000;1.092e+00;4.172e-01;3.997e-01;3.820e-01;3.661e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.693e-01;5.291e-01;1.000e+00
0.160000000;1.090e+00;4.162e-01;3.777e-01;3.819e-01;3.466e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.498e-01;5.158e-01;1.000e+00
0.170000000;1.092e+00;4.172e-01;3.997e-01;3.820e-01;3.660e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.692e-01;5.291e-01;1.000e+00
0.180000000;1.090e+00;4.162e-01;3.777e-01;3.819e-01;3.466e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.498e-01;5.158e-01;1.000e+00
0.190000000;1.092e+00;4.172e-01;3.997e-01;3.821e-01;3.660e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.692e-01;5.291e-01;1.000e+00
0.200000000;1.090e+00;4.162e-01;3.777e-01;3.819e-01;3.466e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.498e-01;5.158e-01;1.000e+00
0.210000000;1.092e+00;4.172e-01;3.996e-01;3.821e-01;3.660e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.692e-01;5.291e-01;1.000e+00
0.220000000;1.090e+00;4.162e-01;3.776e-01;3.819e-01;3.466e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.498e-01;5.158e-01;1.000e+00
0.230000000;1.092e+00;4.172e-01;3.996e-01;3.820e-01;3.660e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.692e-01;5.291e-01;1.000e+00
0.240000000;1.090e+00;4.162e-01;3.776e-01;3.819e-01;3.466e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.498e-01;5.157e-01;1.000e+00
0.250000000;1.092e+00;4.172e-01;3.996e-01;3.820e-01;3.660e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.692e-01;5.290e-01;1.000e+00
0.260000000;1.090e+00;4.162e-01;3.776e-01;3.819e-01;3.466e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.498e-01;5.157e-01;1.000e+00
0.270000000;1.092e+00;4.172e-01;3.996e-01;3.820e-01;3.659e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.691e-01;5.290e-01;1.000e+00
0.280000000;1.090e+00;4.162e-01;3.776e-01;3.819e-01;3.465e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.497e-01;5.157e-01;1.000e+00
0.290000000;1.092e+00;4.172e-01;3.996e-01;3.820e-01;3.659e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.691e-01;5.290e-01;1.000e+00
0.300000000;1.090e+00;4.162e-01;3.776e-01;3.819e-01;3.466e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.498e-01;5.157e-01;1.000e+00
0.310000000;1.092e+00;4.172e-01;3.996e-01;3.820e-01;3.659e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.691e-01;5.290e-01;1.000e+00
0.320000000;1.090e+00;4.162e-01;3.776e-01;3.819e-01;3.466e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.497e-01;5.157e-01;1.000e+00
0.330000000;1.092e+00;4.172e-01;3.996e-01;3.820e-01;3.659e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.691e-01;5.290e-01;1.000e+00
0.330000000;1.092e+00;4.172e-01;3.996e-01;3.820e-01;3.659e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.691e-01;5.290e-01;1.000e+00
0.340000000;1.090e+00;4.162e-01;3.776e-01;3.819e-01;3.465e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.497e-01;5.157e-01;1.000e+00
0.350000000;1.092e+00;4.172e-01;3.996e-01;3.820e-01;3.659e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.691e-01;5.290e-01;1.000e+00
0.360000000;1.090e+00;4.162e-01;3.776e-01;3.819e-01;3.465e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.497e-01;5.157e-01;1.000e+00
0.370000000;1.092e+00;4.172e-01;3.995e-01;3.820e-01;3.659e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.691e-01;5.290e-01;1.000e+00
0.380000000;1.090e+00;4.162e-01;3.776e-01;3.819e-01;3.465e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.497e-01;5.157e-01;1.000e+00
0.390000000;1.092e+00;4.172e-01;3.995e-01;3.820e-01;3.659e-01;1.101e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.691e-01;5.290e-01;1.000e+00
0.400000000;1.090e+00;4.162e-01;3.776e-01;3.819e-01;3.465e-01;1.098e+00;1.000e+00;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;-3.497e-01;5.157e-01;1.000e+00
