time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
20.000552000;1.044e+00;8.327e-01;8.107e-02;7.978e-01;7.767e-02;1.077e+00;1.044e+00;7.495e-01;7.296e-02;1.000e+01;8.068e-01;9.823e-02;5.000e+01;5.000e+01
20.000584000;1.044e+00;8.327e-01;8.083e-02;7.978e-01;7.745e-02;1.077e+00;1.044e+00;7.494e-01;7.275e-02;1.000e+01;8.068e-01;9.801e-02;5.000e+01;5.000e+01
20.000616000;1.044e+00;8.326e-01;8.058e-02;7.978e-01;7.721e-02;1.077e+00;1.044e+00;7.494e-01;7.252e-02;1.000e+01;8.068e-01;9.777e-02;5.000e+01;5.000e+01
20.000648000;1.044e+00;8.325e-01;8.032e-02;7.978e-01;7.697e-02;1.077e+00;1.044e+00;7.493e-01;7.229e-02;1.000e+01;8.068e-01;9.753e-02;5.000e+01;5.000e+01
20.000680000;1.043e+00;8.325e-01;8.005e-02;7.978e-01;7.672e-02;1.076e+00;1.043e+00;7.492e-01;7.204e-02;1.000e+01;8.068e-01;9.728e-02;5.000e+01;5.000e+01
20.000744000;1.043e+00;8.323e-01;7.949e-02;7.978e-01;7.619e-02;1.076e+00;1.043e+00;7.491e-01;7.154e-02;1.000e+01;8.068e-01;9.676e-02;5.000e+01;5.000e+01
20.000776000;1.043e+00;8.323e-01;7.920e-02;7.978e-01;7.592e-02;1.076e+00;1.043e+00;7.490e-01;7.128e-02;1.000e+01;8.068e-01;9.649e-02;5.000e+01;5.000e+01
20.000808000;1.043e+00;8.322e-01;7.890e-02;7.978e-01;7.564e-02;1.076e+00;1.043e+00;7.490e-01;7.101e-02;1.000e+01;8.068e-01;9.621e-02;5.000e+01;5.000e+01
20.000904000;1.043e+00;8.319e-01;7.796e-02;7.978e-01;7.476e-02;1.075e+00;1.043e+00;7.487e-01;7.016e-02;1.000e+01;8.068e-01;9.533e-02;5.000e+01;5.000e+01
20.000936000;1.043e+00;8.318e-01;7.763e-02;7.978e-01;7.445e-02;1.075e+00;1.043e+00;7.487e-01;6.987e-02;1.000e+01;8.068e-01;9.502e-02;5.000e+01;5.000e+01
20.000968000;1.043e+00;8.318e-01;7.730e-02;7.978e-01;7.414e-02;1.075e+00;1.043e+00;7.486e-01;6.957e-02;1.000e+01;8.068e-01;9.471e-02;5.000e+01;5.000e+01
20.001000000;1.043e+00;8.317e-01;7.696e-02;7.978e-01;7.382e-02;1.074e+00;1.043e+00;7.485e-01;6.926e-02;1.000e+01;8.068e-01;9.440e-02;5.000e+01;5.000e+01
20.001032000;1.042e+00;8.316e-01;7.661e-02;7.978e-01;7.350e-02;1.074e+00;1.042e+00;7.484e-01;6.895e-02;1.000e+01;8.068e-01;9.408e-02;5.000e+01;5.000e+01
20.001064000;1.042e+00;8.315e-01;7.626e-02;7.978e-01;7.317e-02;1.074e+00;1.042e+00;7.483e-01;6.864e-02;1.000e+01;8.068e-01;9.375e-02;5.000e+01;5.000e+01
20.001096000;1.042e+00;8.314e-01;7.591e-02;7.977e-01;7.284e-02;1.074e+00;1.042e+00;7.483e-01;6.832e-02;1.000e+01;8.068e-01;9.342e-02;5.000e+01;5.000e+01
20.001128000;1.042e+00;8.313e-01;7.555e-02;7.977e-01;7.250e-02;1.074e+00;1.042e+00;7.482e-01;6.799e-02;1.000e+01;8.068e-01;9.308e-02;5.000e+01;5.000e+01
20.001288000;1.042e+00;8.308e-01;7.369e-02;7.977e-01;7.075e-02;1.072e+00;1.042e+00;7.477e-01;6.632e-02;1.000e+01;8.068e-01;9.134e-02;5.000e+01;5.000e+01
20.001320000;1.041e+00;8.307e-01;7.330e-02;7.977e-01;7.039e-02;1.072e+00;1.041e+00;7.476e-01;6.597e-02;1.000e+01;8.068e-01;9.098e-02;5.000e+01;5.000e+01
20.001352000;1.041e+00;8.306e-01;7.292e-02;7.977e-01;7.003e-02;1.072e+00;1.041e+00;7.476e-01;6.562e-02;1.000e+01;8.068e-01;9.062e-02;5.000e+01;5.000e+01
20.001512000;1.041e+00;8.301e-01;7.093e-02;7.977e-01;6.816e-02;1.071e+00;1.041e+00;7.471e-01;6.384e-02;1.000e+01;8.068e-01;8.876e-02;5.000e+01;5.000e+01
20.001576000;1.040e+00;8.299e-01;7.012e-02;7.977e-01;6.739e-02;1.070e+00;1.040e+00;7.469e-01;6.310e-02;1.000e+01;8.068e-01;8.800e-02;5.000e+01;5.000e+01
20.001634000;1.040e+00;8.297e-01;6.938e-02;7.976e-01;6.670e-02;1.070e+00;1.040e+00;7.467e-01;6.244e-02;1.000e+01;8.068e-01;8.730e-02;5.000e+01;5.000e+01
20.001692000;1.040e+00;8.295e-01;6.863e-02;7.976e-01;6.599e-02;1.069e+00;1.040e+00;7.465e-01;6.177e-02;1.000e+01;8.068e-01;8.661e-02;5.000e+01;5.000e+01
20.001749000;1.040e+00;8.293e-01;6.788e-02;7.976e-01;6.529e-02;1.069e+00;1.040e+00;7.464e-01;6.109e-02;1.000e+01;8.068e-01;8.590e-02;5.000e+01;5.000e+01
20.001807000;1.039e+00;8.291e-01;6.712e-02;7.976e-01;6.457e-02;1.068e+00;1.039e+00;7.462e-01;6.041e-02;1.000e+01;8.068e-01;8.519e-02;5.000e+01;5.000e+01
20.001922000;1.039e+00;8.287e-01;6.560e-02;7.976e-01;6.313e-02;1.067e+00;1.039e+00;7.458e-01;5.904e-02;1.000e+01;8.068e-01;8.376e-02;5.000e+01;5.000e+01
20.001980000;1.039e+00;8.285e-01;6.483e-02;7.976e-01;6.241e-02;1.067e+00;1.039e+00;7.457e-01;5.835e-02;1.000e+01;8.068e-01;8.303e-02;5.000e+01;5.000e+01
20.002037000;1.039e+00;8.283e-01;6.406e-02;7.976e-01;6.168e-02;1.066e+00;1.039e+00;7.455e-01;5.765e-02;1.000e+01;8.068e-01;8.231e-02;5.000e+01;5.000e+01
20.002095000;1.038e+00;8.281e-01;6.329e-02;7.975e-01;6.095e-02;1.066e+00;1.038e+00;7.453e-01;5.696e-02;1.000e+01;8.068e-01;8.158e-02;5.000e+01;5.000e+01
20.002268000;1.038e+00;8.275e-01;6.096e-02;7.975e-01;5.876e-02;1.064e+00;1.038e+00;7.447e-01;5.487e-02;1.000e+01;8.068e-01;7.940e-02;5.000e+01;5.000e+01
20.002325000;1.037e+00;8.273e-01;6.019e-02;7.975e-01;5.802e-02;1.064e+00;1.037e+00;7.446e-01;5.417e-02;1.000e+01;8.068e-01;7.866e-02;5.000e+01;5.000e+01
20.002498000;1.037e+00;8.267e-01;5.787e-02;7.975e-01;5.582e-02;1.062e+00;1.037e+00;7.440e-01;5.208e-02;1.000e+01;8.068e-01;7.648e-02;5.000e+01;5.000e+01
20.002556000;1.036e+00;8.265e-01;5.710e-02;7.975e-01;5.509e-02;1.062e+00;1.036e+00;7.438e-01;5.139e-02;1.000e+01;8.068e-01;7.575e-02;5.000e+01;5.000e+01
20.002613000;1.036e+00;8.263e-01;5.633e-02;7.975e-01;5.436e-02;1.061e+00;1.036e+00;7.437e-01;5.069e-02;1.000e+01;8.068e-01;7.502e-02;5.000e+01;5.000e+01
20.002671000;1.036e+00;8.261e-01;5.556e-02;7.974e-01;5.363e-02;1.061e+00;1.036e+00;7.435e-01;5.000e-02;1.000e+01;8.068e-01;7.429e-02;5.000e+01;5.000e+01
20.002728000;1.036e+00;8.259e-01;5.480e-02;7.974e-01;5.291e-02;1.060e+00;1.036e+00;7.433e-01;4.932e-02;1.000e+01;8.068e-01;7.357e-02;5.000e+01;5.000e+01
20.002786000;1.035e+00;8.257e-01;5.403e-02;7.974e-01;5.218e-02;1.060e+00;1.035e+00;7.431e-01;4.863e-02;1.000e+01;8.068e-01;7.285e-02;5.000e+01;5.000e+01
20.002959000;1.035e+00;8.251e-01;5.177e-02;7.974e-01;5.003e-02;1.058e+00;1.035e+00;7.426e-01;4.659e-02;1.000e+01;8.068e-01;7.070e-02;5.000e+01;5.000e+01
20.003016000;1.035e+00;8.249e-01;5.102e-02;7.974e-01;4.932e-02;1.058e+00;1.035e+00;7.424e-01;4.592e-02;1.000e+01;8.068e-01;6.999e-02;5.000e+01;5.000e+01
20.003074000;1.034e+00;8.247e-01;5.027e-02;7.974e-01;4.861e-02;1.058e+00;1.034e+00;7.422e-01;4.525e-02;1.000e+01;8.068e-01;6.928e-02;5.000e+01;5.000e+01
20.003132000;1.034e+00;8.245e-01;4.953e-02;7.974e-01;4.790e-02;1.057e+00;1.034e+00;7.421e-01;4.458e-02;1.000e+01;8.069e-01;6.858e-02;5.000e+01;5.000e+01
20.003247000;1.034e+00;8.241e-01;4.807e-02;7.974e-01;4.650e-02;1.056e+00;1.034e+00;7.417e-01;4.326e-02;1.000e+01;8.069e-01;6.719e-02;5.000e+01;5.000e+01
20.003304000;1.033e+00;8.240e-01;4.734e-02;7.973e-01;4.581e-02;1.056e+00;1.033e+00;7.416e-01;4.260e-02;1.000e+01;8.069e-01;6.649e-02;5.000e+01;5.000e+01
20.003477000;1.033e+00;8.234e-01;4.519e-02;7.973e-01;4.376e-02;1.054e+00;1.033e+00;7.411e-01;4.067e-02;1.000e+01;8.069e-01;6.445e-02;5.000e+01;5.000e+01
20.003592000;1.032e+00;8.230e-01;4.378e-02;7.973e-01;4.241e-02;1.053e+00;1.032e+00;7.407e-01;3.941e-02;1.000e+01;8.069e-01;6.311e-02;5.000e+01;5.000e+01
20.003696000;1.032e+00;8.227e-01;4.254e-02;7.973e-01;4.122e-02;1.053e+00;1.032e+00;7.404e-01;3.828e-02;1.000e+01;8.069e-01;6.192e-02;5.000e+01;5.000e+01
20.003800000;1.031e+00;8.224e-01;4.131e-02;7.973e-01;4.005e-02;1.052e+00;1.031e+00;7.402e-01;3.718e-02;1.000e+01;8.069e-01;6.075e-02;5.000e+01;5.000e+01
20.003904000;1.031e+00;8.221e-01;4.010e-02;7.973e-01;3.889e-02;1.051e+00;1.031e+00;7.399e-01;3.609e-02;1.000e+01;8.069e-01;5.959e-02;5.000e+01;5.000e+01
20.004007000;1.031e+00;8.218e-01;3.892e-02;7.973e-01;3.776e-02;1.050e+00;1.031e+00;7.396e-01;3.502e-02;1.000e+01;8.070e-01;5.846e-02;5.000e+01;5.000e+01
20.004111000;1.030e+00;8.215e-01;3.775e-02;7.973e-01;3.664e-02;1.050e+00;1.030e+00;7.394e-01;3.397e-02;1.000e+01;8.070e-01;5.734e-02;5.000e+01;5.000e+01
20.004318000;1.030e+00;8.209e-01;3.548e-02;7.973e-01;3.446e-02;1.048e+00;1.030e+00;7.388e-01;3.193e-02;1.000e+01;8.070e-01;5.517e-02;5.000e+01;5.000e+01
20.004422000;1.029e+00;8.207e-01;3.438e-02;7.973e-01;3.340e-02;1.047e+00;1.029e+00;7.386e-01;3.094e-02;1.000e+01;8.070e-01;5.411e-02;5.000e+01;5.000e+01
20.004526000;1.029e+00;8.204e-01;3.330e-02;7.973e-01;3.236e-02;1.047e+00;1.029e+00;7.383e-01;2.997e-02;1.000e+01;8.071e-01;5.307e-02;5.000e+01;5.000e+01
20.004629000;1.029e+00;8.201e-01;3.224e-02;7.973e-01;3.134e-02;1.046e+00;1.029e+00;7.381e-01;2.902e-02;1.000e+01;8.071e-01;5.205e-02;5.000e+01;5.000e+01
20.004733000;1.028e+00;8.199e-01;3.121e-02;7.973e-01;3.035e-02;1.045e+00;1.028e+00;7.379e-01;2.809e-02;1.000e+01;8.071e-01;5.106e-02;5.000e+01;5.000e+01
20.004837000;1.028e+00;8.196e-01;3.020e-02;7.973e-01;2.937e-02;1.045e+00;1.028e+00;7.377e-01;2.718e-02;1.000e+01;8.071e-01;5.009e-02;5.000e+01;5.000e+01
20.004940000;1.028e+00;8.194e-01;2.921e-02;7.973e-01;2.842e-02;1.044e+00;1.028e+00;7.374e-01;2.629e-02;1.000e+01;8.071e-01;4.913e-02;5.000e+01;5.000e+01
20.005044000;1.027e+00;8.191e-01;2.825e-02;7.973e-01;2.749e-02;1.043e+00;1.027e+00;7.372e-01;2.542e-02;1.000e+01;8.072e-01;4.820e-02;5.000e+01;5.000e+01
20.005251000;1.027e+00;8.187e-01;2.639e-02;7.973e-01;2.570e-02;1.042e+00;1.027e+00;7.368e-01;2.375e-02;1.000e+01;8.072e-01;4.641e-02;5.000e+01;5.000e+01
20.005355000;1.027e+00;8.185e-01;2.549e-02;7.973e-01;2.484e-02;1.042e+00;1.027e+00;7.366e-01;2.295e-02;1.000e+01;8.073e-01;4.554e-02;5.000e+01;5.000e+01
20.005459000;1.026e+00;8.183e-01;2.462e-02;7.973e-01;2.400e-02;1.041e+00;1.026e+00;7.364e-01;2.216e-02;1.000e+01;8.073e-01;4.470e-02;5.000e+01;5.000e+01
20.005562000;1.026e+00;8.181e-01;2.378e-02;7.974e-01;2.318e-02;1.041e+00;1.026e+00;7.363e-01;2.140e-02;1.000e+01;8.073e-01;4.388e-02;5.000e+01;5.000e+01
20.005666000;1.026e+00;8.179e-01;2.296e-02;7.974e-01;2.238e-02;1.040e+00;1.026e+00;7.361e-01;2.066e-02;1.000e+01;8.073e-01;4.308e-02;5.000e+01;5.000e+01
20.005770000;1.025e+00;8.177e-01;2.216e-02;7.974e-01;2.161e-02;1.040e+00;1.025e+00;7.359e-01;1.994e-02;1.000e+01;8.074e-01;4.231e-02;5.000e+01;5.000e+01
20.005873000;1.025e+00;8.175e-01;2.138e-02;7.974e-01;2.086e-02;1.039e+00;1.025e+00;7.358e-01;1.925e-02;1.000e+01;8.074e-01;4.156e-02;5.000e+01;5.000e+01
20.005977000;1.025e+00;8.173e-01;2.063e-02;7.974e-01;2.013e-02;1.039e+00;1.025e+00;7.356e-01;1.857e-02;1.000e+01;8.074e-01;4.082e-02;5.000e+01;5.000e+01
20.006081000;1.025e+00;8.172e-01;1.991e-02;7.975e-01;1.943e-02;1.038e+00;1.025e+00;7.355e-01;1.792e-02;1.000e+01;8.075e-01;4.012e-02;5.000e+01;5.000e+01
20.006288000;1.024e+00;8.169e-01;1.852e-02;7.975e-01;1.808e-02;1.037e+00;1.024e+00;7.352e-01;1.667e-02;1.000e+01;8.075e-01;3.877e-02;5.000e+01;5.000e+01
20.006475000;1.024e+00;8.166e-01;1.736e-02;7.975e-01;1.695e-02;1.036e+00;1.024e+00;7.350e-01;1.562e-02;1.000e+01;8.076e-01;3.763e-02;5.000e+01;5.000e+01
20.006661000;1.024e+00;8.164e-01;1.627e-02;7.976e-01;1.589e-02;1.036e+00;1.024e+00;7.348e-01;1.464e-02;1.000e+01;8.077e-01;3.656e-02;5.000e+01;5.000e+01
20.006848000;1.023e+00;8.162e-01;1.525e-02;7.977e-01;1.491e-02;1.035e+00;1.023e+00;7.346e-01;1.373e-02;1.000e+01;8.078e-01;3.557e-02;5.000e+01;5.000e+01
20.007035000;1.023e+00;8.160e-01;1.431e-02;7.977e-01;1.399e-02;1.035e+00;1.023e+00;7.344e-01;1.288e-02;1.000e+01;8.078e-01;3.464e-02;5.000e+01;5.000e+01
20.007221000;1.023e+00;8.158e-01;1.344e-02;7.978e-01;1.315e-02;1.034e+00;1.023e+00;7.343e-01;1.210e-02;1.000e+01;8.079e-01;3.379e-02;5.000e+01;5.000e+01
20.007408000;1.022e+00;8.157e-01;1.265e-02;7.978e-01;1.237e-02;1.033e+00;1.022e+00;7.341e-01;1.138e-02;1.000e+01;8.080e-01;3.300e-02;5.000e+01;5.000e+01
20.007595000;1.022e+00;8.156e-01;1.192e-02;7.979e-01;1.166e-02;1.033e+00;1.022e+00;7.340e-01;1.073e-02;1.000e+01;8.081e-01;3.228e-02;5.000e+01;5.000e+01
20.007781000;1.022e+00;8.155e-01;1.126e-02;7.980e-01;1.102e-02;1.033e+00;1.022e+00;7.339e-01;1.013e-02;1.000e+01;8.082e-01;3.162e-02;5.000e+01;5.000e+01
20.007968000;1.022e+00;8.154e-01;1.067e-02;7.981e-01;1.044e-02;1.032e+00;1.022e+00;7.339e-01;9.602e-03;1.000e+01;8.083e-01;3.103e-02;5.000e+01;5.000e+01
20.008154000;1.022e+00;8.154e-01;1.014e-02;7.982e-01;9.929e-03;1.032e+00;1.022e+00;7.338e-01;9.129e-03;1.000e+01;8.084e-01;3.051e-02;5.000e+01;5.000e+01
20.008341000;1.021e+00;8.153e-01;9.683e-03;7.983e-01;9.480e-03;1.032e+00;1.021e+00;7.338e-01;8.715e-03;1.000e+01;8.085e-01;3.004e-02;5.000e+01;5.000e+01
20.008528000;1.021e+00;8.153e-01;9.287e-03;7.983e-01;9.093e-03;1.031e+00;1.021e+00;7.338e-01;8.358e-03;1.000e+01;8.086e-01;2.964e-02;5.000e+01;5.000e+01
20.008714000;1.021e+00;8.153e-01;8.951e-03;7.984e-01;8.766e-03;1.031e+00;1.021e+00;7.338e-01;8.056e-03;1.000e+01;8.087e-01;2.930e-02;5.000e+01;5.000e+01
20.008901000;1.021e+00;8.154e-01;8.676e-03;7.985e-01;8.497e-03;1.031e+00;1.021e+00;7.338e-01;7.808e-03;1.000e+01;8.088e-01;2.902e-02;5.000e+01;5.000e+01
20.009088000;1.021e+00;8.154e-01;8.458e-03;7.986e-01;8.284e-03;1.031e+00;1.021e+00;7.339e-01;7.612e-03;1.000e+01;8.089e-01;2.879e-02;5.000e+01;5.000e+01
20.009274000;1.021e+00;8.155e-01;8.298e-03;7.987e-01;8.128e-03;1.031e+00;1.021e+00;7.339e-01;7.468e-03;1.000e+01;8.090e-01;2.861e-02;5.000e+01;5.000e+01
20.009461000;1.021e+00;8.155e-01;8.191e-03;7.989e-01;8.024e-03;1.031e+00;1.021e+00;7.340e-01;7.372e-03;1.000e+01;8.091e-01;2.849e-02;5.000e+01;5.000e+01
20.009647000;1.021e+00;8.156e-01;8.138e-03;7.990e-01;7.972e-03;1.030e+00;1.021e+00;7.341e-01;7.324e-03;1.000e+01;8.092e-01;2.842e-02;5.000e+01;5.000e+01
20.009834000;1.021e+00;8.157e-01;8.136e-03;7.991e-01;7.969e-03;1.030e+00;1.021e+00;7.342e-01;7.322e-03;1.000e+01;8.093e-01;2.840e-02;5.000e+01;5.000e+01
20.010021000;1.021e+00;8.159e-01;8.182e-03;7.992e-01;8.015e-03;1.030e+00;1.021e+00;7.343e-01;7.364e-03;1.000e+01;8.095e-01;2.843e-02;5.000e+01;5.000e+01
20.010207000;1.021e+00;8.160e-01;8.277e-03;7.993e-01;8.108e-03;1.031e+00;1.021e+00;7.344e-01;7.449e-03;1.000e+01;8.096e-01;2.851e-02;5.000e+01;5.000e+01
20.010394000;1.021e+00;8.162e-01;8.417e-03;7.994e-01;8.244e-03;1.031e+00;1.021e+00;7.345e-01;7.575e-03;1.000e+01;8.097e-01;2.863e-02;5.000e+01;5.000e+01
20.010580000;1.021e+00;8.163e-01;8.601e-03;7.996e-01;8.425e-03;1.031e+00;1.021e+00;7.347e-01;7.741e-03;1.000e+01;8.098e-01;2.879e-02;5.000e+01;5.000e+01
20.010767000;1.021e+00;8.165e-01;8.827e-03;7.997e-01;8.645e-03;1.031e+00;1.021e+00;7.348e-01;7.944e-03;1.000e+01;8.099e-01;2.899e-02;5.000e+01;5.000e+01
20.010954000;1.021e+00;8.167e-01;9.091e-03;7.998e-01;8.903e-03;1.031e+00;1.021e+00;7.350e-01;8.182e-03;1.000e+01;8.101e-01;2.923e-02;5.000e+01;5.000e+01
20.011140000;1.021e+00;8.169e-01;9.394e-03;8.000e-01;9.200e-03;1.031e+00;1.021e+00;7.352e-01;8.455e-03;1.000e+01;8.102e-01;2.951e-02;5.000e+01;5.000e+01
20.011327000;1.021e+00;8.171e-01;9.734e-03;8.001e-01;9.532e-03;1.031e+00;1.021e+00;7.354e-01;8.761e-03;1.000e+01;8.103e-01;2.982e-02;5.000e+01;5.000e+01
20.011514000;1.021e+00;8.173e-01;1.011e-02;8.002e-01;9.896e-03;1.032e+00;1.021e+00;7.356e-01;9.097e-03;1.000e+01;8.104e-01;3.017e-02;5.000e+01;5.000e+01
20.011700000;1.021e+00;8.176e-01;1.051e-02;8.004e-01;1.029e-02;1.032e+00;1.021e+00;7.358e-01;9.462e-03;1.000e+01;8.106e-01;3.055e-02;5.000e+01;5.000e+01
20.011887000;1.022e+00;8.178e-01;1.095e-02;8.005e-01;1.072e-02;1.032e+00;1.022e+00;7.360e-01;9.854e-03;1.000e+01;8.107e-01;3.095e-02;5.000e+01;5.000e+01
20.012073000;1.022e+00;8.181e-01;1.141e-02;8.006e-01;1.117e-02;1.032e+00;1.022e+00;7.362e-01;1.027e-02;1.000e+01;8.108e-01;3.139e-02;5.000e+01;5.000e+01
20.012260000;1.022e+00;8.183e-01;1.190e-02;8.008e-01;1.165e-02;1.033e+00;1.022e+00;7.365e-01;1.071e-02;1.000e+01;8.110e-01;3.185e-02;5.000e+01;5.000e+01
20.012447000;1.022e+00;8.186e-01;1.242e-02;8.009e-01;1.215e-02;1.033e+00;1.022e+00;7.367e-01;1.118e-02;1.000e+01;8.111e-01;3.234e-02;5.000e+01;5.000e+01
20.012633000;1.022e+00;8.188e-01;1.296e-02;8.010e-01;1.268e-02;1.033e+00;1.022e+00;7.370e-01;1.166e-02;1.000e+01;8.112e-01;3.284e-02;5.000e+01;5.000e+01
20.012820000;1.022e+00;8.191e-01;1.352e-02;8.012e-01;1.322e-02;1.034e+00;1.022e+00;7.372e-01;1.217e-02;1.000e+01;8.114e-01;3.337e-02;5.000e+01;5.000e+01
20.013007000;1.023e+00;8.194e-01;1.410e-02;8.013e-01;1.379e-02;1.034e+00;1.023e+00;7.375e-01;1.269e-02;1.000e+01;8.115e-01;3.392e-02;5.000e+01;5.000e+01
20.013193000;1.023e+00;8.197e-01;1.470e-02;8.015e-01;1.437e-02;1.035e+00;1.023e+00;7.377e-01;1.323e-02;1.000e+01;8.116e-01;3.448e-02;5.000e+01;5.000e+01
20.013380000;1.023e+00;8.200e-01;1.531e-02;8.016e-01;1.497e-02;1.035e+00;1.023e+00;7.380e-01;1.378e-02;1.000e+01;8.117e-01;3.506e-02;5.000e+01;5.000e+01
20.013566000;1.023e+00;8.203e-01;1.594e-02;8.018e-01;1.558e-02;1.035e+00;1.023e+00;7.383e-01;1.434e-02;1.000e+01;8.119e-01;3.566e-02;5.000e+01;5.000e+01
20.013753000;1.023e+00;8.206e-01;1.658e-02;8.019e-01;1.620e-02;1.036e+00;1.023e+00;7.385e-01;1.492e-02;1.000e+01;8.120e-01;3.626e-02;5.000e+01;5.000e+01
20.013940000;1.023e+00;8.209e-01;1.723e-02;8.020e-01;1.683e-02;1.036e+00;1.023e+00;7.388e-01;1.550e-02;1.000e+01;8.121e-01;3.688e-02;5.000e+01;5.000e+01
20.014126000;1.024e+00;8.212e-01;1.789e-02;8.022e-01;1.747e-02;1.037e+00;1.024e+00;7.391e-01;1.610e-02;1.000e+01;8.123e-01;3.751e-02;5.000e+01;5.000e+01
20.014313000;1.024e+00;8.215e-01;1.856e-02;8.023e-01;1.812e-02;1.037e+00;1.024e+00;7.393e-01;1.670e-02;1.000e+01;8.124e-01;3.814e-02;5.000e+01;5.000e+01
20.014500000;1.024e+00;8.218e-01;1.923e-02;8.025e-01;1.878e-02;1.037e+00;1.024e+00;7.396e-01;1.731e-02;1.000e+01;8.125e-01;3.878e-02;5.000e+01;5.000e+01
20.014686000;1.024e+00;8.221e-01;1.991e-02;8.026e-01;1.944e-02;1.038e+00;1.024e+00;7.399e-01;1.792e-02;1.000e+01;8.127e-01;3.943e-02;5.000e+01;5.000e+01
20.014873000;1.024e+00;8.224e-01;2.059e-02;8.027e-01;2.010e-02;1.038e+00;1.024e+00;7.402e-01;1.853e-02;1.000e+01;8.128e-01;4.007e-02;5.000e+01;5.000e+01
