time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Wind_Turbine_GEN_ActivePowerControlledPu;Wind_Turbine_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;8.332e-01;-0.000e+00;8.332e-01;-0.000e+00;1.015e+00;8.312e-01;5.775e-02;8.438e-01;5.862e-02;1.000e+00;3.333e-02;-0.000e+00;8.439e-01;5.863e-02
29.999994;1.000e+00;8.332e-01;1.313e-07;8.332e-01;1.184e-07;1.015e+00;8.312e-01;5.756e-02;8.438e-01;5.862e-02;1.000e+00;3.333e-02;3.370e-07;8.439e-01;5.863e-02
29.999995;3.826e-06;-2.261e-07;1.313e-07;-1.365e-07;1.184e-07;7.151e-02;1.482e-01;8.197e-01;1.060e-02;5.862e-02;3.965e-06;-1.494e-07;3.370e-07;8.439e-01;5.863e-02
30.000000;3.826e-06;-2.260e-07;1.314e-07;-1.366e-07;1.180e-07;7.147e-02;1.483e-01;8.194e-01;1.060e-02;5.858e-02;3.965e-06;-1.495e-07;3.370e-07;8.439e-01;5.863e-02
30.001001;3.845e-06;-2.143e-07;1.517e-07;-1.492e-07;6.283e-08;6.536e-02;1.358e-01;7.496e-01;8.875e-03;4.900e-02;3.981e-06;-1.658e-07;3.393e-07;8.439e-01;5.863e-02
30.002008;3.863e-06;-1.992e-07;1.743e-07;-1.624e-07;9.251e-09;6.005e-02;1.245e-01;6.886e-01;7.475e-03;4.135e-02;3.997e-06;-1.820e-07;3.405e-07;8.439e-01;5.863e-02
30.003013;3.880e-06;-1.813e-07;1.985e-07;-1.761e-07;-4.179e-08;5.600e-02;1.161e-01;6.419e-01;6.500e-03;3.595e-02;4.014e-06;-1.977e-07;3.405e-07;8.439e-01;5.863e-02
30.004020;3.896e-06;-1.609e-07;2.238e-07;-1.898e-07;-9.019e-08;5.367e-02;1.113e-01;6.154e-01;5.975e-03;3.302e-02;4.032e-06;-2.130e-07;3.397e-07;8.439e-01;5.863e-02
30.005005;3.909e-06;-1.390e-07;2.490e-07;-2.029e-07;-1.348e-07;5.287e-02;1.097e-01;6.062e-01;5.800e-03;3.205e-02;4.048e-06;-2.277e-07;3.384e-07;8.439e-01;5.863e-02
30.006042;3.922e-06;-1.141e-07;2.750e-07;-2.163e-07;-1.785e-07;5.320e-02;1.104e-01;6.099e-01;5.875e-03;3.245e-02;4.064e-06;-2.428e-07;3.364e-07;8.439e-01;5.863e-02
30.007010;3.932e-06;-8.961e-08;2.982e-07;-2.282e-07;-2.165e-07;5.430e-02;1.128e-01;6.224e-01;6.125e-03;3.380e-02;4.079e-06;-2.568e-07;3.342e-07;8.439e-01;5.863e-02
30.008047;3.941e-06;-6.260e-08;3.212e-07;-2.401e-07;-2.538e-07;5.605e-02;1.164e-01;6.427e-01;6.525e-03;3.603e-02;4.094e-06;-2.716e-07;3.318e-07;8.439e-01;5.863e-02
30.009112;3.950e-06;-3.463e-08;3.422e-07;-2.514e-07;-2.885e-07;5.823e-02;1.206e-01;6.676e-01;7.025e-03;3.887e-02;4.109e-06;-2.869e-07;3.295e-07;8.439e-01;5.863e-02
30.010008;3.955e-06;-1.135e-08;3.579e-07;-2.604e-07;-3.152e-07;6.020e-02;1.250e-01;6.902e-01;7.525e-03;4.155e-02;4.121e-06;-2.996e-07;3.280e-07;8.439e-01;5.863e-02
30.011160;3.961e-06;1.719e-08;3.744e-07;-2.711e-07;-3.456e-07;6.281e-02;1.302e-01;7.200e-01;8.175e-03;4.523e-02;4.136e-06;-3.158e-07;3.274e-07;8.439e-01;5.863e-02
30.012056;3.963e-06;3.797e-08;3.847e-07;-2.791e-07;-3.667e-07;6.483e-02;1.346e-01;7.431e-01;8.725e-03;4.817e-02;4.148e-06;-3.282e-07;3.278e-07;8.439e-01;5.863e-02
30.013080;3.963e-06;5.937e-08;3.932e-07;-2.875e-07;-3.870e-07;6.707e-02;1.390e-01;7.690e-01;9.325e-03;5.158e-02;4.160e-06;-3.421e-07;3.295e-07;8.439e-01;5.863e-02
30.014104;3.961e-06;7.803e-08;3.986e-07;-2.950e-07;-4.032e-07;6.922e-02;1.434e-01;7.935e-01;9.925e-03;5.493e-02;4.173e-06;-3.554e-07;3.322e-07;8.439e-01;5.863e-02
30.015000;3.957e-06;9.216e-08;4.011e-07;-3.010e-07;-4.137e-07;7.101e-02;1.472e-01;8.140e-01;1.045e-02;5.780e-02;4.183e-06;-3.664e-07;3.353e-07;8.439e-01;5.863e-02
30.016024;3.949e-06;1.053e-07;4.012e-07;-3.070e-07;-4.207e-07;7.294e-02;1.511e-01;8.363e-01;1.103e-02;6.100e-02;4.195e-06;-3.783e-07;3.397e-07;8.439e-01;5.863e-02
30.017048;3.939e-06;1.155e-07;3.992e-07;-3.120e-07;-4.226e-07;7.476e-02;1.552e-01;8.571e-01;1.160e-02;6.408e-02;4.206e-06;-3.893e-07;3.450e-07;8.439e-01;5.863e-02
30.018072;3.928e-06;1.229e-07;3.953e-07;-3.162e-07;-4.193e-07;7.647e-02;1.586e-01;8.769e-01;1.213e-02;6.705e-02;4.217e-06;-3.993e-07;3.511e-07;8.439e-01;5.863e-02
30.019029;3.915e-06;1.274e-07;3.903e-07;-3.194e-07;-4.118e-07;7.796e-02;1.616e-01;8.940e-01;1.260e-02;6.970e-02;4.226e-06;-4.076e-07;3.576e-07;8.439e-01;5.863e-02
30.020046;3.901e-06;1.301e-07;3.839e-07;-3.218e-07;-3.989e-07;7.943e-02;1.646e-01;9.106e-01;1.307e-02;7.233e-02;4.234e-06;-4.151e-07;3.648e-07;8.439e-01;5.863e-02
30.021204;3.886e-06;1.307e-07;3.756e-07;-3.235e-07;-3.783e-07;8.093e-02;1.677e-01;9.280e-01;1.357e-02;7.510e-02;4.243e-06;-4.219e-07;3.726e-07;8.439e-01;5.863e-02
30.022125;3.874e-06;1.298e-07;3.686e-07;-3.244e-07;-3.583e-07;8.201e-02;1.701e-01;9.404e-01;1.395e-02;7.712e-02;4.249e-06;-4.262e-07;3.778e-07;8.439e-01;5.863e-02
30.023003;3.864e-06;1.279e-07;3.617e-07;-3.248e-07;-3.364e-07;8.295e-02;1.721e-01;9.512e-01;1.427e-02;7.890e-02;4.253e-06;-4.293e-07;3.814e-07;8.439e-01;5.863e-02
30.024027;3.854e-06;1.243e-07;3.538e-07;-3.249e-07;-3.074e-07;8.395e-02;1.742e-01;9.627e-01;1.463e-02;8.083e-02;4.257e-06;-4.319e-07;3.835e-07;8.439e-01;5.863e-02
30.025051;3.846e-06;1.195e-07;3.459e-07;-3.244e-07;-2.756e-07;8.486e-02;1.759e-01;9.731e-01;1.492e-02;8.257e-02;4.261e-06;-4.336e-07;3.830e-07;8.439e-01;5.863e-02
30.026014;3.841e-06;1.138e-07;3.385e-07;-3.233e-07;-2.438e-07;8.061e-02;1.672e-01;9.242e-01;1.347e-02;7.450e-02;4.263e-06;-4.346e-07;3.804e-07;8.439e-01;5.863e-02
30.026238;3.840e-06;1.122e-07;3.368e-07;-3.228e-07;-2.361e-07;7.824e-02;1.623e-01;8.969e-01;1.270e-02;7.018e-02;4.263e-06;-4.347e-07;3.792e-07;8.439e-01;5.863e-02
30.026359;3.840e-06;1.114e-07;3.358e-07;-3.225e-07;-2.319e-07;7.694e-02;1.595e-01;8.822e-01;1.227e-02;6.788e-02;4.263e-06;-4.348e-07;3.785e-07;8.439e-01;5.863e-02
30.026647;3.839e-06;1.094e-07;3.336e-07;-3.219e-07;-2.220e-07;7.384e-02;1.530e-01;8.468e-01;1.130e-02;6.253e-02;4.264e-06;-4.349e-07;3.770e-07;8.439e-01;5.863e-02
30.026743;3.839e-06;1.087e-07;3.329e-07;-3.217e-07;-2.187e-07;7.279e-02;1.511e-01;8.346e-01;1.100e-02;6.075e-02;4.264e-06;-4.350e-07;3.764e-07;8.439e-01;5.863e-02
30.027011;3.839e-06;1.068e-07;3.308e-07;-3.211e-07;-2.095e-07;6.984e-02;1.450e-01;8.007e-01;1.012e-02;5.592e-02;4.264e-06;-4.351e-07;3.750e-07;8.439e-01;5.863e-02
30.027069;3.839e-06;1.064e-07;3.304e-07;-3.209e-07;-2.075e-07;6.920e-02;1.434e-01;7.937e-01;9.925e-03;5.493e-02;4.264e-06;-4.351e-07;3.745e-07;8.439e-01;5.863e-02
30.027184;3.839e-06;1.054e-07;3.294e-07;-3.206e-07;-2.034e-07;6.793e-02;1.410e-01;7.788e-01;9.575e-03;5.290e-02;4.264e-06;-4.351e-07;3.736e-07;8.439e-01;5.863e-02
30.027299;3.839e-06;1.045e-07;3.285e-07;-3.202e-07;-1.994e-07;6.665e-02;1.380e-01;7.641e-01;9.200e-03;5.093e-02;4.264e-06;-4.351e-07;3.727e-07;8.439e-01;5.863e-02
30.027530;3.839e-06;1.026e-07;3.267e-07;-3.194e-07;-1.913e-07;6.406e-02;1.327e-01;7.344e-01;8.500e-03;4.705e-02;4.264e-06;-4.351e-07;3.708e-07;8.439e-01;5.863e-02
30.027587;3.839e-06;1.021e-07;3.262e-07;-3.193e-07;-1.893e-07;6.342e-02;1.317e-01;7.269e-01;8.350e-03;4.610e-02;4.265e-06;-4.351e-07;3.703e-07;8.439e-01;5.863e-02
30.027703;3.839e-06;1.012e-07;3.253e-07;-3.189e-07;-1.852e-07;6.212e-02;1.288e-01;7.124e-01;8.000e-03;4.425e-02;4.265e-06;-4.351e-07;3.694e-07;8.439e-01;5.863e-02
30.028020;3.840e-06;9.860e-08;3.228e-07;-3.178e-07;-1.741e-07;5.852e-02;1.213e-01;6.711e-01;7.100e-03;3.927e-02;4.265e-06;-4.350e-07;3.668e-07;8.439e-01;5.863e-02
30.028276;3.841e-06;9.619e-08;3.206e-07;-3.167e-07;-1.651e-07;5.558e-02;1.151e-01;6.374e-01;6.400e-03;3.543e-02;4.265e-06;-4.349e-07;3.641e-07;8.439e-01;5.863e-02
30.028340;3.841e-06;9.559e-08;3.201e-07;-3.164e-07;-1.628e-07;5.484e-02;1.140e-01;6.286e-01;6.250e-03;3.447e-02;4.265e-06;-4.349e-07;3.634e-07;8.439e-01;5.863e-02
30.028468;3.842e-06;9.438e-08;3.190e-07;-3.158e-07;-1.583e-07;5.336e-02;1.106e-01;6.119e-01;5.900e-03;3.265e-02;4.265e-06;-4.348e-07;3.620e-07;8.439e-01;5.863e-02
30.028724;3.843e-06;9.198e-08;3.168e-07;-3.147e-07;-1.493e-07;5.036e-02;1.042e-01;5.773e-01;5.250e-03;2.908e-02;4.265e-06;-4.347e-07;3.593e-07;8.439e-01;5.863e-02
30.028916;3.844e-06;9.017e-08;3.152e-07;-3.138e-07;-1.426e-07;4.810e-02;9.979e-02;5.515e-01;4.800e-03;2.653e-02;4.265e-06;-4.346e-07;3.572e-07;8.439e-01;5.863e-02
30.029108;3.846e-06;8.822e-08;3.135e-07;-3.128e-07;-1.359e-07;4.583e-02;9.493e-02;5.254e-01;4.350e-03;2.407e-02;4.265e-06;-4.345e-07;3.549e-07;8.439e-01;5.863e-02
30.029172;3.846e-06;8.753e-08;3.129e-07;-3.125e-07;-1.337e-07;4.507e-02;9.375e-02;5.165e-01;4.225e-03;2.328e-02;4.264e-06;-4.345e-07;3.540e-07;8.439e-01;5.863e-02
30.029300;3.847e-06;8.616e-08;3.117e-07;-3.117e-07;-1.293e-07;4.354e-02;9.014e-02;4.995e-01;3.925e-03;2.175e-02;4.264e-06;-4.344e-07;3.523e-07;8.439e-01;5.863e-02
30.029719;3.851e-06;8.166e-08;3.078e-07;-3.093e-07;-1.148e-07;3.856e-02;7.974e-02;4.421e-01;3.075e-03;1.705e-02;4.264e-06;-4.340e-07;3.467e-07;8.439e-01;5.863e-02
30.029830;3.852e-06;8.046e-08;3.068e-07;-3.086e-07;-1.109e-07;3.726e-02;7.717e-02;4.274e-01;2.875e-03;1.592e-02;4.264e-06;-4.339e-07;3.452e-07;8.439e-01;5.863e-02
30.029996;3.853e-06;7.868e-08;3.053e-07;-3.077e-07;-1.052e-07;3.531e-02;7.293e-02;4.050e-01;2.575e-03;1.430e-02;4.264e-06;-4.338e-07;3.430e-07;8.439e-01;5.863e-02
30.030052;3.854e-06;7.801e-08;3.047e-07;-3.073e-07;-1.033e-07;3.467e-02;7.212e-02;3.974e-01;2.500e-03;1.377e-02;4.264e-06;-4.337e-07;3.421e-07;8.439e-01;5.863e-02
30.030101;3.854e-06;7.743e-08;3.042e-07;-3.069e-07;-1.016e-07;3.409e-02;7.040e-02;3.909e-01;2.400e-03;1.333e-02;4.264e-06;-4.336e-07;3.414e-07;8.439e-01;5.863e-02
30.030251;3.856e-06;7.562e-08;3.027e-07;-3.059e-07;-9.661e-08;3.237e-02;6.718e-02;3.714e-01;2.175e-03;1.202e-02;4.263e-06;-4.334e-07;3.390e-07;8.439e-01;5.863e-02
30.030401;3.858e-06;7.382e-08;3.012e-07;-3.048e-07;-9.158e-08;3.069e-02;6.354e-02;3.519e-01;1.950e-03;1.080e-02;4.263e-06;-4.333e-07;3.366e-07;8.439e-01;5.863e-02
30.030807;3.863e-06;6.895e-08;2.971e-07;-3.019e-07;-7.796e-08;2.260e-02;4.646e-02;2.588e-01;1.050e-03;5.850e-03;4.262e-06;-4.327e-07;3.301e-07;8.439e-01;5.863e-02
30.030864;3.863e-06;6.826e-08;2.966e-07;-3.015e-07;-7.605e-08;2.138e-02;4.443e-02;2.455e-01;9.502e-04;5.250e-03;4.262e-06;-4.327e-07;3.292e-07;8.439e-01;5.863e-02
30.030922;3.864e-06;6.756e-08;2.960e-07;-3.010e-07;-7.411e-08;2.016e-02;4.217e-02;2.307e-01;8.502e-04;4.650e-03;4.262e-06;-4.326e-07;3.283e-07;8.439e-01;5.863e-02
30.030951;3.865e-06;6.722e-08;2.957e-07;-3.008e-07;-7.313e-08;1.954e-02;4.094e-02;2.239e-01;8.002e-04;4.375e-03;4.262e-06;-4.325e-07;3.278e-07;8.439e-01;5.863e-02
30.031037;3.866e-06;6.614e-08;2.948e-07;-3.002e-07;-7.031e-08;1.767e-02;3.678e-02;2.023e-01;6.502e-04;3.575e-03;4.262e-06;-4.324e-07;3.264e-07;8.439e-01;5.863e-02
30.031095;3.867e-06;6.538e-08;2.942e-07;-2.997e-07;-6.846e-08;1.641e-02;3.351e-02;1.889e-01;5.502e-04;3.100e-03;4.262e-06;-4.323e-07;3.253e-07;8.439e-01;5.863e-02
30.031181;3.868e-06;6.424e-08;2.932e-07;-2.989e-07;-6.572e-08;1.451e-02;2.929e-02;1.672e-01;4.252e-04;2.425e-03;4.261e-06;-4.322e-07;3.238e-07;8.439e-01;5.863e-02
30.031239;3.869e-06;6.348e-08;2.926e-07;-2.984e-07;-6.387e-08;1.322e-02;2.836e-02;1.512e-01;3.752e-04;2.000e-03;4.261e-06;-4.321e-07;3.227e-07;8.439e-01;5.863e-02
30.031268;3.869e-06;6.309e-08;2.923e-07;-2.982e-07;-6.295e-08;1.258e-02;2.584e-02;1.451e-01;3.252e-04;1.825e-03;4.261e-06;-4.320e-07;3.222e-07;8.439e-01;5.863e-02
30.031325;3.870e-06;6.234e-08;2.917e-07;-2.977e-07;-6.113e-08;1.128e-02;2.438e-02;1.286e-01;2.752e-04;1.450e-03;4.261e-06;-4.319e-07;3.211e-07;8.439e-01;5.863e-02
30.031383;3.871e-06;6.158e-08;2.910e-07;-2.972e-07;-5.928e-08;9.967e-03;2.007e-02;1.154e-01;2.002e-04;1.150e-03;4.261e-06;-4.318e-07;3.201e-07;8.439e-01;5.863e-02
30.031440;3.872e-06;6.083e-08;2.904e-07;-2.967e-07;-5.746e-08;8.645e-03;1.735e-02;9.832e-02;1.502e-04;8.498e-04;4.261e-06;-4.317e-07;3.190e-07;8.439e-01;5.863e-02
30.031498;3.873e-06;6.006e-08;2.898e-07;-2.962e-07;-5.561e-08;7.313e-03;1.367e-02;8.547e-02;1.002e-04;6.248e-04;4.261e-06;-4.316e-07;3.180e-07;8.439e-01;5.863e-02
30.031615;3.875e-06;5.852e-08;2.885e-07;-2.952e-07;-5.188e-08;4.566e-03;1.095e-02;5.475e-02;5.019e-05;2.498e-04;4.260e-06;-4.314e-07;3.159e-07;8.439e-01;5.863e-02
30.031679;3.876e-06;5.768e-08;2.879e-07;-2.946e-07;-4.984e-08;3.047e-03;8.204e-03;3.282e-02;2.519e-05;9.978e-05;4.260e-06;-4.313e-07;3.147e-07;8.439e-01;5.863e-02
30.031721;3.876e-06;5.712e-08;2.874e-07;-2.943e-07;-4.850e-08;2.053e-03;-6.822e-07;2.436e-02;1.873e-07;4.978e-05;4.260e-06;-4.313e-07;3.139e-07;8.439e-01;5.863e-02
30.031767;3.877e-06;5.652e-08;2.869e-07;-2.939e-07;-4.704e-08;9.415e-04;-6.819e-07;5.272e-07;1.873e-07;-2.250e-07;4.260e-06;-4.312e-07;3.131e-07;8.439e-01;5.863e-02
30.149994;4.527e-06;-4.256e-07;3.286e-07;2.461e-07;-1.184e-07;3.830e-06;-3.554e-07;5.053e-07;8.612e-08;1.550e-07;4.142e-06;2.571e-07;5.742e-07;8.439e-01;5.863e-02
30.149998;9.952e-01;-4.255e-07;3.285e-07;2.461e-07;-1.184e-07;9.952e-01;-3.554e-07;5.054e-07;8.606e-08;1.550e-07;9.952e-01;2.570e-07;5.742e-07;8.439e-01;5.863e-02
30.150002;9.952e-01;-4.255e-07;3.285e-07;2.461e-07;-1.184e-07;9.952e-01;-3.555e-07;5.055e-07;8.601e-08;1.549e-07;9.952e-01;2.569e-07;5.742e-07;8.439e-01;5.863e-02
30.151053;9.952e-01;-4.144e-07;3.146e-07;2.516e-07;-1.207e-07;9.952e-01;-3.750e-07;5.271e-07;6.948e-08;1.445e-07;9.952e-01;2.297e-07;5.647e-07;8.439e-01;5.863e-02
30.151139;1.010e+00;4.327e-02;1.511e-01;4.283e-02;1.495e-01;1.024e+00;4.261e-02;1.496e-01;4.362e-02;1.531e-01;1.010e+00;1.731e-03;6.044e-03;8.439e-01;5.863e-02
30.151187;1.019e+00;6.780e-02;2.393e-01;6.652e-02;2.348e-01;1.040e+00;6.606e-02;2.349e-01;6.870e-02;2.443e-01;1.019e+00;2.712e-03;9.573e-03;8.439e-01;5.863e-02
30.151203;1.022e+00;7.602e-02;2.693e-01;7.438e-02;2.635e-01;1.046e+00;7.382e-02;2.637e-01;7.717e-02;2.757e-01;1.022e+00;3.041e-03;1.077e-02;8.439e-01;5.863e-02
30.151283;1.037e+00;1.176e-01;4.242e-01;1.134e-01;4.091e-01;1.073e+00;1.122e-01;4.094e-01;1.204e-01;4.394e-01;1.037e+00;4.705e-03;1.697e-02;8.439e-01;5.863e-02
30.151315;1.043e+00;1.345e-01;4.884e-01;1.289e-01;4.683e-01;1.085e+00;1.273e-01;4.687e-01;1.381e-01;5.083e-01;1.043e+00;5.379e-03;1.954e-02;8.439e-01;5.863e-02
30.151331;1.046e+00;1.429e-01;5.210e-01;1.367e-01;4.981e-01;1.090e+00;1.349e-01;4.986e-01;1.470e-01;5.435e-01;1.046e+00;5.718e-03;2.084e-02;8.439e-01;5.863e-02
30.151411;1.061e+00;1.858e-01;6.892e-01;1.751e-01;6.493e-01;1.119e+00;1.722e-01;6.500e-01;1.927e-01;7.273e-01;1.061e+00;7.433e-03;2.757e-02;8.439e-01;5.863e-02
30.151427;1.065e+00;1.945e-01;7.238e-01;1.827e-01;6.799e-01;1.125e+00;1.797e-01;6.807e-01;2.021e-01;7.657e-01;1.065e+00;7.780e-03;2.895e-02;8.439e-01;5.863e-02
