time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu
0.000000000;1.000e+00;8.320e-01;-4.496e-09;8.320e-01;2.058e-09;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;7.146e-09;1.000e+01;8.320e-01
19.999996000;1.000e+00;8.320e-01;-7.789e-09;8.320e-01;-1.548e-09;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;-3.102e-09;1.000e+01;8.320e-01
20.000003000;1.000e+00;8.320e-01;-7.879e-09;8.320e-01;-1.101e-09;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;-3.313e-09;1.000e+01;8.320e-01
20.000012000;1.000e+00;8.320e-01;-4.610e-09;8.320e-01;-4.772e-10;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;-1.726e-09;1.000e+01;8.320e-01
20.000015000;1.000e+00;8.320e-01;-4.368e-09;8.320e-01;-5.172e-10;1.000e+00;8.320e-01;7.200e-03;1.000e+00;2.080e-03;-1.517e-09;1.000e+01;8.320e-01
20.000020000;1.000e+00;8.320e-01;-4.149e-09;8.320e-01;-5.789e-10;1.000e+00;8.320e-01;7.200e-03;1.000e+00;2.080e-03;-1.305e-09;1.000e+01;8.320e-01
20.000032000;1.000e+00;8.320e-01;-3.957e-09;8.320e-01;-6.595e-10;1.000e+00;8.319e-01;7.200e-03;1.000e+00;2.080e-03;-1.093e-09;1.000e+01;8.320e-01
20.000099000;1.000e+00;8.320e-01;-3.649e-09;8.320e-01;-8.676e-10;1.000e+00;8.319e-01;7.199e-03;1.000e+00;2.080e-03;-6.841e-10;1.000e+01;8.320e-01
20.000188000;1.000e+00;8.320e-01;4.000e-04;8.319e-01;4.000e-04;1.000e+00;8.319e-01;7.199e-03;1.000e+00;2.080e-03;9.995e-07;1.000e+01;8.320e-01
20.000278000;1.000e+00;8.320e-01;4.000e-04;8.319e-01;3.999e-04;1.000e+00;8.318e-01;7.199e-03;1.000e+00;2.080e-03;9.997e-07;1.000e+01;8.320e-01
20.000367000;1.000e+00;8.320e-01;4.000e-04;8.319e-01;3.999e-04;1.000e+00;8.322e-01;7.598e-03;1.000e+00;2.080e-03;9.999e-07;1.000e+01;8.320e-01
20.000546000;1.000e+00;8.324e-01;8.000e-04;8.322e-01;7.998e-04;1.000e+00;8.321e-01;7.598e-03;1.000e+00;2.081e-03;2.000e-06;1.000e+01;8.320e-01
20.000725000;1.000e+00;8.324e-01;1.200e-03;8.321e-01;1.200e-03;1.000e+00;8.321e-01;7.997e-03;1.000e+00;2.081e-03;3.000e-06;1.000e+01;8.320e-01
20.000904000;1.000e+00;8.324e-01;1.200e-03;8.320e-01;1.199e-03;1.000e+00;8.320e-01;8.396e-03;1.000e+00;2.081e-03;3.000e-06;1.000e+01;8.320e-01
20.001262000;1.001e+00;8.328e-01;1.600e-03;8.323e-01;1.599e-03;1.001e+00;8.322e-01;8.794e-03;1.001e+00;2.082e-03;4.001e-06;1.000e+01;8.320e-01
20.001977000;1.001e+00;8.332e-01;2.800e-03;8.324e-01;2.797e-03;1.001e+00;8.324e-01;9.590e-03;1.001e+00;2.083e-03;7.001e-06;1.000e+01;8.320e-01
20.002621000;1.001e+00;8.332e-01;3.600e-03;8.322e-01;3.596e-03;1.001e+00;8.321e-01;1.079e-02;1.001e+00;2.083e-03;9.001e-06;1.000e+01;8.320e-01
20.003265000;1.002e+00;8.336e-01;4.400e-03;8.323e-01;4.393e-03;1.002e+00;8.323e-01;1.158e-02;1.002e+00;2.084e-03;1.100e-05;1.000e+01;8.320e-01
20.003909000;1.002e+00;8.340e-01;5.200e-03;8.325e-01;5.191e-03;1.002e+00;8.324e-01;1.238e-02;1.002e+00;2.085e-03;1.300e-05;1.000e+01;8.320e-01
20.004553000;1.002e+00;8.340e-01;6.000e-03;8.323e-01;5.988e-03;1.002e+00;8.322e-01;1.317e-02;1.002e+00;2.085e-03;1.500e-05;1.000e+01;8.320e-01
20.005197000;1.002e+00;8.344e-01;6.800e-03;8.325e-01;6.784e-03;1.002e+00;8.324e-01;1.397e-02;1.002e+00;2.086e-03;1.700e-05;1.000e+01;8.320e-01
20.005841000;1.003e+00;8.348e-01;7.600e-03;8.326e-01;7.580e-03;1.003e+00;8.325e-01;1.476e-02;1.003e+00;2.087e-03;1.900e-05;1.000e+01;8.320e-01
20.007130000;1.003e+00;8.348e-01;9.200e-03;8.322e-01;9.171e-03;1.003e+00;8.321e-01;1.635e-02;1.003e+00;2.087e-03;2.300e-05;1.000e+01;8.320e-01
20.007774000;1.003e+00;8.352e-01;1.000e-02;8.324e-01;9.966e-03;1.004e+00;8.323e-01;1.674e-02;1.003e+00;2.088e-03;2.500e-05;1.000e+01;8.320e-01
20.008418000;1.004e+00;8.352e-01;1.080e-02;8.322e-01;1.076e-02;1.004e+00;8.321e-01;1.753e-02;1.004e+00;2.088e-03;2.700e-05;1.000e+01;8.320e-01
20.009062000;1.004e+00;8.352e-01;1.120e-02;8.320e-01;1.116e-02;1.004e+00;8.319e-01;1.833e-02;1.004e+00;2.088e-03;2.800e-05;1.000e+01;8.320e-01
20.009706000;1.004e+00;8.356e-01;1.200e-02;8.322e-01;1.195e-02;1.004e+00;8.321e-01;1.912e-02;1.004e+00;2.089e-03;3.000e-05;1.000e+01;8.320e-01
20.010350000;1.004e+00;8.356e-01;1.280e-02;8.320e-01;1.275e-02;1.004e+00;8.319e-01;1.951e-02;1.004e+00;2.089e-03;3.200e-05;1.000e+01;8.320e-01
20.010994000;1.005e+00;8.356e-01;1.320e-02;8.318e-01;1.314e-02;1.005e+00;8.317e-01;2.030e-02;1.005e+00;2.089e-03;3.300e-05;1.000e+01;8.320e-01
20.011638000;1.005e+00;8.356e-01;1.400e-02;8.316e-01;1.393e-02;1.005e+00;8.315e-01;2.070e-02;1.005e+00;2.089e-03;3.500e-05;1.000e+01;8.320e-01
20.012282000;1.005e+00;8.356e-01;1.440e-02;8.315e-01;1.433e-02;1.005e+00;8.313e-01;2.149e-02;1.005e+00;2.089e-03;3.600e-05;1.000e+01;8.320e-01
20.012926000;1.005e+00;8.356e-01;1.520e-02;8.313e-01;1.512e-02;1.005e+00;8.311e-01;2.188e-02;1.005e+00;2.089e-03;3.800e-05;1.000e+01;8.320e-01
20.013570000;1.005e+00;8.356e-01;1.560e-02;8.311e-01;1.552e-02;1.006e+00;8.310e-01;2.267e-02;1.005e+00;2.089e-03;3.900e-05;1.000e+01;8.320e-01
20.014214000;1.006e+00;8.356e-01;1.640e-02;8.310e-01;1.631e-02;1.006e+00;8.308e-01;2.307e-02;1.006e+00;2.089e-03;4.100e-05;1.000e+01;8.320e-01
20.014858000;1.006e+00;8.356e-01;1.680e-02;8.308e-01;1.670e-02;1.006e+00;8.306e-01;2.346e-02;1.006e+00;2.089e-03;4.200e-05;1.000e+01;8.320e-01
20.015502000;1.006e+00;8.356e-01;1.720e-02;8.306e-01;1.710e-02;1.006e+00;8.305e-01;2.425e-02;1.006e+00;2.089e-03;4.300e-05;1.000e+01;8.320e-01
20.016146000;1.006e+00;8.356e-01;1.800e-02;8.305e-01;1.789e-02;1.006e+00;8.303e-01;2.464e-02;1.006e+00;2.089e-03;4.500e-05;1.000e+01;8.320e-01
20.016790000;1.006e+00;8.352e-01;1.840e-02;8.299e-01;1.828e-02;1.007e+00;8.298e-01;2.504e-02;1.006e+00;2.088e-03;4.600e-05;1.000e+01;8.320e-01
20.017434000;1.007e+00;8.352e-01;1.880e-02;8.298e-01;1.868e-02;1.007e+00;8.296e-01;2.543e-02;1.007e+00;2.088e-03;4.700e-05;1.000e+01;8.320e-01
20.018078000;1.007e+00;8.352e-01;1.920e-02;8.296e-01;1.907e-02;1.007e+00;8.295e-01;2.622e-02;1.007e+00;2.088e-03;4.800e-05;1.000e+01;8.320e-01
20.018722000;1.007e+00;8.352e-01;2.000e-02;8.295e-01;1.986e-02;1.007e+00;8.293e-01;2.661e-02;1.007e+00;2.088e-03;5.000e-05;1.000e+01;8.320e-01
20.019366000;1.007e+00;8.348e-01;2.040e-02;8.290e-01;2.026e-02;1.007e+00;8.288e-01;2.700e-02;1.007e+00;2.087e-03;5.100e-05;1.000e+01;8.320e-01
20.020010000;1.007e+00;8.348e-01;2.080e-02;8.288e-01;2.065e-02;1.007e+00;8.286e-01;2.740e-02;1.007e+00;2.087e-03;5.200e-05;1.000e+01;8.320e-01
20.020654000;1.007e+00;8.348e-01;2.120e-02;8.287e-01;2.105e-02;1.008e+00;8.285e-01;2.779e-02;1.007e+00;2.087e-03;5.300e-05;1.000e+01;8.320e-01
20.021298000;1.008e+00;8.348e-01;2.160e-02;8.286e-01;2.144e-02;1.008e+00;8.284e-01;2.818e-02;1.008e+00;2.087e-03;5.400e-05;1.000e+01;8.320e-01
20.021942000;1.008e+00;8.348e-01;2.200e-02;8.284e-01;2.183e-02;1.008e+00;8.282e-01;2.857e-02;1.008e+00;2.087e-03;5.500e-05;1.000e+01;8.320e-01
20.022587000;1.008e+00;8.344e-01;2.240e-02;8.279e-01;2.223e-02;1.008e+00;8.277e-01;2.897e-02;1.008e+00;2.086e-03;5.600e-05;1.000e+01;8.320e-01
20.023875000;1.008e+00;8.344e-01;2.320e-02;8.277e-01;2.301e-02;1.008e+00;8.275e-01;2.975e-02;1.008e+00;2.086e-03;5.800e-05;1.000e+01;8.320e-01
20.024519000;1.008e+00;8.344e-01;2.360e-02;8.276e-01;2.341e-02;1.009e+00;8.273e-01;3.014e-02;1.008e+00;2.086e-03;5.900e-05;1.000e+01;8.320e-01
20.025163000;1.008e+00;8.344e-01;2.400e-02;8.275e-01;2.380e-02;1.009e+00;8.272e-01;3.054e-02;1.008e+00;2.086e-03;6.000e-05;1.000e+01;8.320e-01
20.026163000;1.009e+00;8.340e-01;2.440e-02;8.269e-01;2.419e-02;1.009e+00;8.267e-01;3.132e-02;1.009e+00;2.085e-03;6.100e-05;1.000e+01;8.320e-01
20.027163000;1.009e+00;8.340e-01;2.520e-02;8.267e-01;2.498e-02;1.009e+00;8.265e-01;3.171e-02;1.009e+00;2.085e-03;6.300e-05;1.000e+01;8.320e-01
20.028163000;1.009e+00;8.340e-01;2.560e-02;8.266e-01;2.537e-02;1.009e+00;8.263e-01;3.210e-02;1.009e+00;2.085e-03;6.400e-05;1.000e+01;8.320e-01
20.029163000;1.009e+00;8.340e-01;2.600e-02;8.264e-01;2.576e-02;1.009e+00;8.262e-01;3.289e-02;1.009e+00;2.085e-03;6.500e-05;1.000e+01;8.320e-01
20.030163000;1.009e+00;8.340e-01;2.680e-02;8.263e-01;2.655e-02;1.010e+00;8.260e-01;3.328e-02;1.009e+00;2.085e-03;6.700e-05;1.000e+01;8.320e-01
20.031163000;1.010e+00;8.340e-01;2.720e-02;8.261e-01;2.694e-02;1.010e+00;8.259e-01;3.367e-02;1.010e+00;2.085e-03;6.800e-05;1.000e+01;8.320e-01
20.033163000;1.010e+00;8.340e-01;2.800e-02;8.259e-01;2.773e-02;1.010e+00;8.256e-01;3.445e-02;1.010e+00;2.085e-03;7.000e-05;1.000e+01;8.320e-01
20.034163000;1.010e+00;8.344e-01;2.840e-02;8.261e-01;2.812e-02;1.010e+00;8.259e-01;3.524e-02;1.010e+00;2.086e-03;7.100e-05;1.000e+01;8.320e-01
20.035163000;1.010e+00;8.344e-01;2.880e-02;8.260e-01;2.851e-02;1.010e+00;8.258e-01;3.563e-02;1.010e+00;2.086e-03;7.200e-05;1.000e+01;8.320e-01
20.036163000;1.010e+00;8.344e-01;2.920e-02;8.259e-01;2.890e-02;1.011e+00;8.256e-01;3.602e-02;1.010e+00;2.086e-03;7.300e-05;1.000e+01;8.320e-01
20.037163000;1.010e+00;8.344e-01;2.960e-02;8.258e-01;2.929e-02;1.011e+00;8.255e-01;3.641e-02;1.010e+00;2.086e-03;7.400e-05;1.000e+01;8.320e-01
20.038163000;1.011e+00;8.344e-01;3.000e-02;8.257e-01;2.969e-02;1.011e+00;8.254e-01;3.680e-02;1.011e+00;2.086e-03;7.500e-05;1.000e+01;8.320e-01
20.039163000;1.011e+00;8.344e-01;3.040e-02;8.256e-01;3.008e-02;1.011e+00;8.253e-01;3.719e-02;1.011e+00;2.086e-03;7.600e-05;1.000e+01;8.320e-01
20.040163000;1.011e+00;8.348e-01;3.080e-02;8.259e-01;3.047e-02;1.011e+00;8.256e-01;3.719e-02;1.011e+00;2.087e-03;7.700e-05;1.000e+01;8.320e-01
20.043163000;1.011e+00;8.348e-01;3.200e-02;8.256e-01;3.165e-02;1.011e+00;8.253e-01;3.836e-02;1.011e+00;2.087e-03;8.000e-05;1.000e+01;8.320e-01
20.044163000;1.011e+00;8.348e-01;3.200e-02;8.255e-01;3.164e-02;1.012e+00;8.252e-01;3.875e-02;1.011e+00;2.087e-03;8.000e-05;1.000e+01;8.320e-01
20.045163000;1.011e+00;8.348e-01;3.240e-02;8.254e-01;3.204e-02;1.012e+00;8.251e-01;3.875e-02;1.011e+00;2.087e-03;8.100e-05;1.000e+01;8.320e-01
20.046163000;1.011e+00;8.348e-01;3.280e-02;8.254e-01;3.243e-02;1.012e+00;8.251e-01;3.914e-02;1.011e+00;2.087e-03;8.200e-05;1.000e+01;8.320e-01
20.047163000;1.012e+00;8.348e-01;3.280e-02;8.253e-01;3.243e-02;1.012e+00;8.250e-01;3.953e-02;1.012e+00;2.087e-03;8.200e-05;1.000e+01;8.320e-01
20.048163000;1.012e+00;8.348e-01;3.320e-02;8.252e-01;3.282e-02;1.012e+00;8.249e-01;3.953e-02;1.012e+00;2.087e-03;8.300e-05;1.000e+01;8.320e-01
20.049163000;1.012e+00;8.348e-01;3.360e-02;8.252e-01;3.321e-02;1.012e+00;8.248e-01;3.992e-02;1.012e+00;2.087e-03;8.400e-05;1.000e+01;8.320e-01
