time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu
0.000000000;1.000e+00;8.320e-01;-9.099e-09;8.320e-01;4.064e-09;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;2.100e-09;1.000e+01;8.320e-01
0.000001000;1.000e+00;8.320e-01;-9.026e-09;8.320e-01;4.043e-09;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;2.038e-09;1.000e+01;8.320e-01
0.010527000;1.000e+00;8.320e-01;1.814e-09;8.320e-01;-1.750e-09;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;2.945e-09;1.000e+01;8.320e-01
0.010734000;1.000e+00;8.316e-01;1.980e-09;8.316e-01;-1.813e-09;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.079e-03;2.705e-09;1.000e+01;8.320e-01
0.011356000;1.000e+00;8.316e-01;2.465e-09;8.316e-01;-1.997e-09;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.079e-03;2.043e-09;1.000e+01;8.320e-01
0.011564000;1.000e+00;8.316e-01;2.621e-09;8.316e-01;-2.055e-09;1.000e+00;8.316e-01;6.800e-03;1.000e+00;2.079e-03;1.855e-09;1.000e+01;8.320e-01
0.024752000;1.000e+00;8.316e-01;-1.852e-09;8.316e-01;1.616e-09;1.000e+00;8.316e-01;6.800e-03;1.000e+00;2.079e-03;3.715e-09;1.000e+01;8.320e-01
0.025125000;1.000e+00;8.316e-01;-1.993e-09;8.316e-01;1.533e-09;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.079e-03;3.809e-09;1.000e+01;8.320e-01
0.025871000;1.000e+00;8.316e-01;-2.230e-09;8.316e-01;1.333e-09;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.079e-03;3.962e-09;1.000e+01;8.320e-01
0.026245000;1.000e+00;8.320e-01;-2.326e-09;8.320e-01;1.218e-09;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;4.028e-09;1.000e+01;8.320e-01
0.051431000;1.000e+00;8.320e-01;-3.243e-09;8.320e-01;-1.171e-09;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;-1.513e-10;1.000e+01;8.320e-01
0.052431000;1.000e+00;8.320e-01;-3.425e-09;8.320e-01;-1.117e-09;1.000e+00;8.320e-01;7.200e-03;1.000e+00;2.080e-03;-2.443e-10;1.000e+01;8.320e-01
