time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Wind_Turbine_GEN_ActivePowerControlledPu;Wind_Turbine_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;8.332e-01;-0.000e+00;8.332e-01;0.000e+00;1.014e+00;8.322e-01;4.111e-02;8.437e-01;4.165e-02;1.000e+00;3.333e-02;-0.000e+00;8.437e-01;4.166e-02
29.999994;1.000e+00;8.332e-01;-1.831e-07;8.332e-01;4.416e-07;1.014e+00;8.322e-01;4.111e-02;8.437e-01;4.165e-02;1.000e+00;3.333e-02;4.512e-07;8.437e-01;4.166e-02
29.999995;3.687e-06;-2.092e-07;-1.831e-07;-5.769e-08;4.416e-07;5.154e-02;2.023e-01;8.085e-01;1.043e-02;4.165e-02;4.524e-06;1.268e-08;4.512e-07;8.437e-01;4.166e-02
30.000002;3.687e-06;-2.093e-07;-1.831e-07;-5.764e-08;4.414e-07;5.154e-02;2.023e-01;8.085e-01;1.043e-02;4.165e-02;4.524e-06;1.275e-08;4.511e-07;8.437e-01;4.166e-02
30.001040;3.649e-06;-2.105e-07;-1.825e-07;-5.299e-08;4.189e-07;5.169e-02;2.026e-01;8.106e-01;1.047e-02;4.190e-02;4.507e-06;2.108e-08;4.371e-07;8.437e-01;4.166e-02
30.002000;3.614e-06;-2.116e-07;-1.828e-07;-5.057e-08;3.990e-07;5.212e-02;2.044e-01;8.174e-01;1.065e-02;4.258e-02;4.488e-06;2.785e-08;4.239e-07;8.437e-01;4.166e-02
30.003022;3.578e-06;-2.123e-07;-1.840e-07;-5.015e-08;3.790e-07;5.286e-02;2.076e-01;8.291e-01;1.095e-02;4.380e-02;4.462e-06;3.394e-08;4.098e-07;8.437e-01;4.166e-02
30.004051;3.543e-06;-2.124e-07;-1.863e-07;-5.191e-08;3.602e-07;5.363e-02;2.102e-01;8.409e-01;1.128e-02;4.510e-02;4.432e-06;3.904e-08;3.957e-07;8.437e-01;4.166e-02
30.005000;3.512e-06;-2.119e-07;-1.893e-07;-5.533e-08;3.439e-07;5.398e-02;2.116e-01;8.466e-01;1.142e-02;4.570e-02;4.399e-06;4.306e-08;3.829e-07;8.437e-01;4.166e-02
30.006183;3.475e-06;-2.109e-07;-1.946e-07;-6.211e-08;3.249e-07;5.414e-02;2.124e-01;8.492e-01;1.150e-02;4.595e-02;4.353e-06;4.765e-08;3.674e-07;8.437e-01;4.166e-02
30.007207;3.444e-06;-2.097e-07;-2.001e-07;-6.982e-08;3.095e-07;5.441e-02;2.136e-01;8.532e-01;1.160e-02;4.643e-02;4.308e-06;5.171e-08;3.542e-07;8.437e-01;4.166e-02
30.008231;3.414e-06;-2.086e-07;-2.065e-07;-7.923e-08;2.947e-07;5.480e-02;2.149e-01;8.594e-01;1.178e-02;4.710e-02;4.261e-06;5.617e-08;3.409e-07;8.437e-01;4.166e-02
30.009255;3.386e-06;-2.075e-07;-2.136e-07;-9.011e-08;2.806e-07;5.529e-02;2.170e-01;8.672e-01;1.197e-02;4.793e-02;4.211e-06;6.120e-08;3.273e-07;8.437e-01;4.166e-02
30.010060;3.365e-06;-2.067e-07;-2.198e-07;-9.946e-08;2.697e-07;5.573e-02;2.185e-01;8.739e-01;1.218e-02;4.870e-02;4.171e-06;6.556e-08;3.161e-07;8.437e-01;4.166e-02
30.011340;3.333e-06;-2.051e-07;-2.309e-07;-1.156e-07;2.523e-07;5.650e-02;2.217e-01;8.859e-01;1.253e-02;5.005e-02;4.105e-06;7.317e-08;2.971e-07;8.437e-01;4.166e-02
30.012364;3.309e-06;-2.035e-07;-2.410e-07;-1.291e-07;2.382e-07;5.716e-02;2.244e-01;8.965e-01;1.282e-02;5.122e-02;4.053e-06;7.932e-08;2.810e-07;8.437e-01;4.166e-02
30.013132;3.292e-06;-2.020e-07;-2.491e-07;-1.393e-07;2.274e-07;5.769e-02;2.262e-01;9.049e-01;1.305e-02;5.217e-02;4.014e-06;8.366e-08;2.685e-07;8.437e-01;4.166e-02
30.014156;3.271e-06;-1.993e-07;-2.608e-07;-1.531e-07;2.127e-07;5.841e-02;2.290e-01;9.160e-01;1.337e-02;5.350e-02;3.962e-06;8.844e-08;2.515e-07;8.437e-01;4.166e-02
30.015436;3.250e-06;-1.951e-07;-2.766e-07;-1.697e-07;1.943e-07;5.933e-02;2.326e-01;9.304e-01;1.380e-02;5.520e-02;3.899e-06;9.190e-08;2.303e-07;8.437e-01;4.166e-02
30.016204;3.238e-06;-1.921e-07;-2.864e-07;-1.791e-07;1.835e-07;5.989e-02;2.350e-01;9.393e-01;1.408e-02;5.623e-02;3.863e-06;9.250e-08;2.179e-07;8.437e-01;4.166e-02
30.017484;3.224e-06;-1.863e-07;-3.031e-07;-1.928e-07;1.658e-07;6.082e-02;2.388e-01;9.536e-01;1.450e-02;5.800e-02;3.804e-06;9.018e-08;1.984e-07;8.437e-01;4.166e-02
30.018252;3.218e-06;-1.826e-07;-3.129e-07;-1.996e-07;1.553e-07;6.138e-02;2.407e-01;9.625e-01;1.478e-02;5.908e-02;3.770e-06;8.707e-08;1.874e-07;8.437e-01;4.166e-02
30.019020;3.214e-06;-1.789e-07;-3.225e-07;-2.053e-07;1.449e-07;6.193e-02;2.430e-01;9.713e-01;1.505e-02;6.012e-02;3.738e-06;8.271e-08;1.770e-07;8.437e-01;4.166e-02
30.020044;3.212e-06;-1.742e-07;-3.345e-07;-2.104e-07;1.310e-07;6.266e-02;2.458e-01;9.827e-01;1.540e-02;6.155e-02;3.697e-06;7.467e-08;1.644e-07;8.437e-01;4.166e-02
30.021068;3.214e-06;-1.701e-07;-3.456e-07;-2.129e-07;1.170e-07;6.337e-02;2.485e-01;9.937e-01;1.575e-02;6.298e-02;3.658e-06;6.450e-08;1.535e-07;8.437e-01;4.166e-02
30.022092;3.220e-06;-1.671e-07;-3.554e-07;-2.125e-07;1.031e-07;6.407e-02;2.513e-01;1.005e+00;1.610e-02;6.438e-02;3.623e-06;5.246e-08;1.443e-07;8.437e-01;4.166e-02
30.023116;3.230e-06;-1.652e-07;-3.636e-07;-2.093e-07;8.945e-08;6.476e-02;2.540e-01;1.016e+00;1.645e-02;6.575e-02;3.590e-06;3.895e-08;1.372e-07;8.437e-01;4.166e-02
30.024140;3.244e-06;-1.647e-07;-3.698e-07;-2.034e-07;7.626e-08;6.542e-02;2.568e-01;1.026e+00;1.678e-02;6.710e-02;3.560e-06;2.441e-08;1.322e-07;8.437e-01;4.166e-02
30.025000;3.258e-06;-1.653e-07;-3.735e-07;-1.966e-07;6.555e-08;6.596e-02;2.589e-01;1.035e+00;1.705e-02;6.823e-02;3.537e-06;1.166e-08;1.297e-07;8.437e-01;4.166e-02
30.026152;3.283e-06;-1.677e-07;-3.758e-07;-1.851e-07;5.180e-08;6.667e-02;2.617e-01;1.045e+00;1.742e-02;6.970e-02;3.511e-06;-6.085e-09;1.293e-07;8.437e-01;4.166e-02
