time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent
0.000000000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.058e-01;4.103e-01;9.043e-01
0.000001000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.058e-01;4.103e-01;9.042e-01
0.000002000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.058e-01;4.103e-01;9.042e-01
0.000004000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.058e-01;4.103e-01;9.042e-01
0.000008000;1.044e+00;8.333e-01;-4.444e-01;7.978e-01;-4.255e-01;1.034e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.058e-01;4.103e-01;9.042e-01
0.000016000;1.044e+00;8.333e-01;-4.444e-01;7.978e-01;-4.254e-01;1.034e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.057e-01;4.102e-01;9.041e-01
0.000032000;1.045e+00;8.333e-01;-4.443e-01;7.977e-01;-4.253e-01;1.035e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.057e-01;4.101e-01;9.040e-01
0.000064000;1.045e+00;8.332e-01;-4.441e-01;7.976e-01;-4.251e-01;1.035e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.055e-01;4.098e-01;9.038e-01
0.000128000;1.045e+00;8.330e-01;-4.437e-01;7.973e-01;-4.246e-01;1.035e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.053e-01;4.093e-01;9.033e-01
0.000256000;1.045e+00;8.328e-01;-4.429e-01;7.967e-01;-4.237e-01;1.035e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.048e-01;4.082e-01;9.024e-01
0.000512000;1.046e+00;8.323e-01;-4.413e-01;7.956e-01;-4.219e-01;1.036e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.038e-01;4.061e-01;9.005e-01
0.000669000;1.047e+00;8.321e-01;-4.403e-01;7.950e-01;-4.207e-01;1.037e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.031e-01;4.049e-01;8.994e-01
0.000670000;1.047e+00;8.321e-01;-4.403e-01;7.950e-01;-4.207e-01;1.037e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.031e-01;4.049e-01;8.994e-01
0.000671000;1.047e+00;8.321e-01;-4.403e-01;7.950e-01;-4.207e-01;1.037e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.031e-01;4.049e-01;8.994e-01
0.000673000;1.047e+00;8.321e-01;-4.403e-01;7.950e-01;-4.207e-01;1.037e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.031e-01;4.048e-01;8.994e-01
0.000677000;1.047e+00;8.321e-01;-4.403e-01;7.949e-01;-4.206e-01;1.037e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.031e-01;4.048e-01;8.994e-01
0.000685000;1.047e+00;8.320e-01;-4.402e-01;7.949e-01;-4.206e-01;1.037e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.031e-01;4.047e-01;8.993e-01
0.000701000;1.047e+00;8.320e-01;-4.401e-01;7.948e-01;-4.204e-01;1.037e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.030e-01;4.046e-01;8.992e-01
0.000733000;1.047e+00;8.320e-01;-4.399e-01;7.947e-01;-4.202e-01;1.037e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.029e-01;4.044e-01;8.990e-01
0.000765000;1.047e+00;8.319e-01;-4.397e-01;7.946e-01;-4.200e-01;1.037e+00;1.000e+01;-8.336e-01;4.245e-01;4.245e-01;8.028e-01;4.041e-01;8.987e-01
