time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_InjectedActiveCurrent;Wind_Turbine1_GEN_InjectedReactiveCurrent;Wind_Turbine1_GEN_AVRSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_InjectedActiveCurrent;Wind_Turbine2_GEN_InjectedReactiveCurrent;Wind_Turbine2_GEN_AVRSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;Wind_Turbine1_GEN_InjectedCurrent;Wind_Turbine2_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.0444336602580409;0.24999824008405738;0.23935876024724198;-3.8727214864654455e-07;-3.7186090258143273e-07;1.0445907455353516;1.0446016315745774;10.000113714022685;9.999957300980558;0.24465754353705724;-0.004069996860490599;1.0445886962477484;0.9999937790974147;0.2446619705390564;-0.004070000977012814;1.0445982416952293;1.0000133355947631;0.2446911499219407;0.24469254719913983;1.000019800838114
0.0;1.0444336379350367;0.2499982375422258;0.2393587663333824;-3.87287640246378e-07;-3.7185429483235815e-07;1.0445907089498856;1.0446016783508842;10.000113822222337;9.999956986332954;0.24465754376312435;-0.004069996870832902;1.044588673373679;0.9999937977310317;0.24466196866921583;-0.004070000974470356;1.0445982216680978;1.000013231939184;0.24469115717463497;0.24469253786068812;1.0000197438545355
1e-06;1.0444336137338945;0.24999823478590208;0.23935877286589158;-3.8730429582588285e-07;-3.7184708942123633e-07;1.0445906697548668;1.0446017289025362;10.000113936472511;9.999956646501671;0.24465754402098253;-0.004069996881995362;1.0445886484708677;0.9999938175105717;0.24466196670967483;-0.004070000971825445;1.0445981998565308;1.0000131206773302;0.24469116498635812;0.24469252783903406;1.0000196824230232
2e-06;1.0444335874940698;0.24999823178890668;0.23935877983965276;-3.8732215645707104e-07;-3.718391729757289e-07;1.0445906280105954;1.0446017835943244;10.000114055044037;9.99995627948802;0.24465754431878967;-0.004069996894046134;1.0445886213009463;0.9999938382339846;0.2446619647064051;-0.004070000969141094;1.0445981759559908;1.0000130017674944;0.24469117337391935;0.24469251712039372;1.0000196161936705
4e-06;1.0444335590969582;0.2499982285336445;0.2393587872418518;-3.8734123714169004e-07;-3.7183043716425484e-07;1.0445905839006449;1.0446018426065002;10.000114174976076;9.999955884045018;0.24465754466300837;-0.004069996907049043;1.0445885917034383;0.9999938596681355;0.24466196271104076;-0.004070000966480999;1.0445981496824523;1.000012875388714;0.24469118233821327;0.24469250569661183;1.0000195448039866
8e-06;1.0444335284505717;0.24999822501222393;0.23935879506471813;-3.873615192723251e-07;-3.718207891570946e-07;1.0445905376997073;1.0446019058428746;10.000114292681884;9.999955460093783;0.24465754507363885;-0.004069996921054297;1.0445885595261637;0.9999938815794147;0.24466196077633315;-0.0040700009639006085;1.0445981208397732;1.000012741973761;0.24469119186767013;0.2446924935879599;1.0000194679366743
1.6e-05;1.0444334954732684;0.249998221223435;0.2393588033122671;-3.873829627468226e-07;-3.718101468171987e-07;1.0445904896869451;1.0446019730612874;10.00011440561238;9.999955008500564;0.24465754557692063;-0.004069996936089166;1.0445885245746611;0.9999939037697865;0.24466195896434428;-0.004070000961434118;1.0445980893483353;1.0000126021461722;0.24469120194425145;0.24469248085555215;1.000019385313435
3.2e-05;1.0444334600475151;0.24999821717267925;0.23935881200114623;-3.874055242249913e-07;-3.7179843047406973e-07;1.0445904400876236;1.0446020440393005;10.00011451282999;9.99995453062815;0.24465754617062935;-0.004069996952162645;1.0445884866130413;0.9999939260542586;0.24466195734948326;-0.004070000959079423;1.0445980552551803;1.000012456602422;0.24469121256351378;0.24469246758872681;1.0000192966558907
6.4e-05;1.0444334220502778;0.24999821287703214;0.23935882115666315;-3.874291567579809e-07;-3.7178556892794597e-07;1.0445903891000494;1.0446021186104346;10.000114614303165;9.999954028411755;0.24465754682601865;-0.0040699969692852426;1.0445884453901688;0.9999939481359287;0.24466195600645807;-0.004070000956797849;1.0445980187430806;1.000012306043449;0.24469122374880342;0.2446924538864274;1.0000192017077796
0.000128;1.0444333814690987;0.24999820837582926;0.23935883081351794;-3.8745377954992364e-07;-3.7177152393331227e-07;1.0445903369937253;1.0446021966174466;10.000114710377897;9.999953504366523;0.24465754752440008;-0.004069996987477356;1.0445884007236375;0.9999939695481561;0.24466195500752863;-0.004070000954551002;1.04459798009791;1.0000121511483244;0.2446912355362362;0.2446924398432853;1.0000191002280197
0.000256;1.0444333384475617;0.24999820374024237;0.23935884101989424;-3.8747924618512264e-07;-3.7175629966736975e-07;1.0445902841771946;1.044602277891265;10.00011480152191;9.99995296087218;0.2446575482685047;-0.004069997006761616;1.0445883525756634;0.9999939897844342;0.24466195443164432;-0.004070000952341127;1.0445979396685754;1.0000119925508697;0.2446912479464891;0.24469242555350215;1.0000189918716527
0.000512;1.0444332932262161;0.2499981990823537;0.23935885182858951;-3.875053578979573e-07;-3.7173992131945646e-07;1.0445902311818664;1.0446023622683893;10.000114887862487;9.999952399376784;0.24465754907926712;-0.004069997027179236;1.0445883010554091;0.9999940084934011;0.24466195435598376;-0.004070000950207838;1.0445978978627484;1.0000118308192567;0.24469126096325994;0.24469241112914303;1.0000188760980802
