time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_InjectedActiveCurrent;Wind_Turbine1_GEN_InjectedReactiveCurrent;Wind_Turbine1_GEN_AVRSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_InjectedActiveCurrent;Wind_Turbine2_GEN_InjectedReactiveCurrent;Wind_Turbine2_GEN_AVRSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;Wind_Turbine1_GEN_InjectedCurrent;Wind_Turbine2_GEN_InjectedCurrent;NetworkFrequencyPu
0.000000000;1.044e+00;2.500e-01;-3.871e-07;2.394e-01;-3.707e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.000001000;1.044e+00;2.500e-01;-3.871e-07;2.394e-01;-3.707e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.000002000;1.044e+00;2.500e-01;-3.871e-07;2.394e-01;-3.707e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.000004000;1.044e+00;2.500e-01;-3.871e-07;2.394e-01;-3.707e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.000008000;1.044e+00;2.500e-01;-3.871e-07;2.394e-01;-3.707e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.000016000;1.044e+00;2.500e-01;-3.871e-07;2.394e-01;-3.707e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.000032000;1.044e+00;2.500e-01;-3.871e-07;2.394e-01;-3.707e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.000064000;1.044e+00;2.500e-01;-3.871e-07;2.394e-01;-3.707e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.000128000;1.044e+00;2.500e-01;-3.871e-07;2.394e-01;-3.707e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.000256000;1.044e+00;2.500e-01;-3.871e-07;2.394e-01;-3.707e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.000512000;1.044e+00;2.500e-01;-3.871e-07;2.394e-01;-3.707e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.001024000;1.044e+00;2.500e-01;-3.871e-07;2.394e-01;-3.707e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.002048000;1.044e+00;2.500e-01;-3.871e-07;2.394e-01;-3.707e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.004096000;1.044e+00;2.500e-01;-4.305e-07;2.394e-01;-4.122e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.008192000;1.044e+00;2.500e-01;-9.296e-07;2.394e-01;-8.900e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.016384000;1.044e+00;2.500e-01;-5.857e-07;2.393e-01;-5.608e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.446e-01;-4.070e-03;1.046e+00;1.000e+00;2.446e-01;-4.070e-03;1.046e+00;1.000e+00;2.447e-01;2.447e-01;1.000e+00
0.026384000;1.044e+00;2.499e-01;-2.861e-07;2.393e-01;-2.739e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.446e-01;-4.070e-03;1.046e+00;1.000e+00;2.446e-01;-4.070e-03;1.046e+00;1.000e+00;2.446e-01;2.446e-01;1.000e+00
0.036384000;1.044e+00;2.498e-01;8.423e-07;2.392e-01;8.065e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.445e-01;-4.070e-03;1.046e+00;1.000e+00;2.445e-01;-4.070e-03;1.046e+00;1.000e+00;2.445e-01;2.445e-01;1.000e+00
0.046384000;1.044e+00;2.496e-01;7.121e-07;2.390e-01;6.818e-07;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.443e-01;-4.069e-03;1.046e+00;1.000e+00;2.443e-01;-4.069e-03;1.046e+00;1.000e+00;2.443e-01;2.443e-01;1.000e+00
0.056384000;1.044e+00;2.494e-01;2.065e-06;2.388e-01;1.977e-06;1.046e+00;1.046e+00;1.000e+01;1.000e+01;2.441e-01;-4.068e-03;1.046e+00;1.000e+00;2.441e-01;-4.068e-03;1.046e+00;1.000e+00;2.441e-01;2.441e-01;1.000e+00
