time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;5.901e-08;7.979e-01;-7.091e-08;1.045e+00;1.044e+00;7.500e-01;-5.764e-08;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02
19.999996000;1.044e+00;8.333e-01;7.274e-08;7.979e-01;2.955e-08;1.045e+00;1.044e+00;7.500e-01;5.278e-08;1.000e+01;8.335e-01;1.045e+00;7.977e-01;1.489e-02
19.999996000;1.044e+00;8.333e-01;7.048e-08;7.979e-01;2.903e-08;1.045e+00;1.044e+00;7.500e-01;5.283e-08;1.000e+01;8.335e-01;1.097e+00;7.977e-01;1.489e-02
20.000000000;1.044e+00;8.333e-01;4.228e-05;7.979e-01;4.045e-05;1.045e+00;1.044e+00;7.500e-01;3.805e-05;1.000e+01;8.335e-01;1.097e+00;7.977e-01;1.494e-02
20.000004000;1.044e+00;8.334e-01;8.562e-05;7.979e-01;8.194e-05;1.045e+00;1.044e+00;7.500e-01;7.705e-05;1.000e+01;8.335e-01;1.097e+00;7.977e-01;1.498e-02
20.000012000;1.045e+00;8.334e-01;1.701e-04;7.979e-01;1.628e-04;1.045e+00;1.045e+00;7.501e-01;1.531e-04;1.000e+01;8.335e-01;1.097e+00;7.977e-01;1.506e-02
20.000060000;1.045e+00;8.336e-01;6.790e-04;7.979e-01;6.498e-04;1.045e+00;1.045e+00;7.502e-01;6.111e-04;1.000e+01;8.335e-01;1.097e+00;7.977e-01;1.556e-02
20.000124000;1.045e+00;8.338e-01;1.354e-03;7.979e-01;1.296e-03;1.045e+00;1.045e+00;7.504e-01;1.219e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;1.622e-02
20.000188000;1.045e+00;8.340e-01;2.026e-03;7.979e-01;1.938e-03;1.046e+00;1.045e+00;7.506e-01;1.823e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;1.688e-02
20.000252000;1.046e+00;8.342e-01;2.693e-03;7.979e-01;2.576e-03;1.046e+00;1.046e+00;7.508e-01;2.424e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;1.754e-02
20.000316000;1.046e+00;8.345e-01;3.358e-03;7.979e-01;3.211e-03;1.046e+00;1.046e+00;7.510e-01;3.022e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;1.819e-02
20.000380000;1.046e+00;8.347e-01;4.018e-03;7.979e-01;3.841e-03;1.047e+00;1.046e+00;7.512e-01;3.616e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;1.883e-02
20.000444000;1.046e+00;8.349e-01;4.674e-03;7.980e-01;4.468e-03;1.047e+00;1.046e+00;7.514e-01;4.207e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;1.947e-02
20.000508000;1.047e+00;8.351e-01;5.328e-03;7.980e-01;5.091e-03;1.047e+00;1.047e+00;7.516e-01;4.795e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;2.011e-02
20.000572000;1.047e+00;8.353e-01;5.978e-03;7.980e-01;5.711e-03;1.047e+00;1.047e+00;7.518e-01;5.380e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;2.075e-02
20.000636000;1.047e+00;8.355e-01;6.623e-03;7.980e-01;6.326e-03;1.048e+00;1.047e+00;7.520e-01;5.961e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;2.138e-02
20.000700000;1.047e+00;8.357e-01;7.266e-03;7.980e-01;6.937e-03;1.048e+00;1.047e+00;7.522e-01;6.539e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;2.200e-02
20.000764000;1.048e+00;8.360e-01;7.903e-03;7.980e-01;7.545e-03;1.048e+00;1.048e+00;7.524e-01;7.113e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;2.262e-02
20.000828000;1.048e+00;8.362e-01;8.538e-03;7.980e-01;8.148e-03;1.048e+00;1.048e+00;7.526e-01;7.684e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;2.324e-02
20.000956000;1.048e+00;8.366e-01;9.797e-03;7.980e-01;9.345e-03;1.049e+00;1.048e+00;7.529e-01;8.817e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;2.447e-02
20.001084000;1.049e+00;8.370e-01;1.104e-02;7.981e-01;1.053e-02;1.049e+00;1.049e+00;7.533e-01;9.935e-03;1.000e+01;8.335e-01;1.097e+00;7.977e-01;2.567e-02
20.001212000;1.049e+00;8.374e-01;1.227e-02;7.981e-01;1.169e-02;1.050e+00;1.049e+00;7.537e-01;1.104e-02;1.000e+01;8.335e-01;1.097e+00;7.977e-01;2.687e-02
20.001340000;1.050e+00;8.378e-01;1.348e-02;7.981e-01;1.284e-02;1.050e+00;1.050e+00;7.540e-01;1.213e-02;1.000e+01;8.335e-01;1.097e+00;7.977e-01;2.804e-02
20.001468000;1.050e+00;8.382e-01;1.468e-02;7.981e-01;1.398e-02;1.051e+00;1.050e+00;7.544e-01;1.321e-02;1.000e+01;8.335e-01;1.097e+00;7.977e-01;2.920e-02
20.001724000;1.051e+00;8.390e-01;1.703e-02;7.982e-01;1.620e-02;1.052e+00;1.051e+00;7.551e-01;1.533e-02;1.000e+01;8.335e-01;1.097e+00;7.977e-01;3.148e-02
20.001980000;1.052e+00;8.397e-01;1.932e-02;7.982e-01;1.837e-02;1.053e+00;1.052e+00;7.557e-01;1.739e-02;1.000e+01;8.335e-01;1.097e+00;7.977e-01;3.369e-02
20.002466000;1.054e+00;8.410e-01;2.351e-02;7.982e-01;2.232e-02;1.055e+00;1.054e+00;7.569e-01;2.116e-02;1.000e+01;8.335e-01;1.097e+00;7.977e-01;3.772e-02
20.002697000;1.054e+00;8.417e-01;2.543e-02;7.983e-01;2.411e-02;1.055e+00;1.054e+00;7.575e-01;2.288e-02;1.000e+01;8.335e-01;1.097e+00;7.976e-01;3.955e-02
20.002927000;1.055e+00;8.422e-01;2.729e-02;7.983e-01;2.586e-02;1.056e+00;1.055e+00;7.580e-01;2.456e-02;1.000e+01;8.335e-01;1.097e+00;7.976e-01;4.133e-02
20.003158000;1.056e+00;8.428e-01;2.910e-02;7.983e-01;2.757e-02;1.057e+00;1.056e+00;7.585e-01;2.619e-02;1.000e+01;8.335e-01;1.097e+00;7.976e-01;4.307e-02
20.003388000;1.056e+00;8.434e-01;3.087e-02;7.983e-01;2.922e-02;1.058e+00;1.056e+00;7.590e-01;2.779e-02;1.000e+01;8.335e-01;1.097e+00;7.976e-01;4.476e-02
20.003618000;1.057e+00;8.439e-01;3.259e-02;7.983e-01;3.083e-02;1.058e+00;1.057e+00;7.595e-01;2.933e-02;1.000e+01;8.335e-01;1.097e+00;7.975e-01;4.640e-02
