;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent
0;0.000e+00;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
1;1.000e-02;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
2;2.000e-02;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
3;3.000e-02;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
4;4.000e-02;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
5;5.000e-02;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
6;6.000e-02;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
7;7.000e-02;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
8;8.000e-02;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
9;9.000e-02;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
10;1.000e-01;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
11;1.100e-01;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
12;1.200e-01;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
13;1.300e-01;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
14;1.400e-01;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
15;1.500e-01;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
16;1.600e-01;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
17;1.700e-01;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
18;1.800e-01;1.044e+00;8.333e-01;-8.405e-08;7.979e-01;-8.047e-08;1.045e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;7.979e-01
