time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.332e-01;-6.841e-09;8.332e-01;1.524e-09;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;8.426e-09;8.333e-01;7.540e-04
0.000001000;1.000e+00;8.332e-01;-6.810e-09;8.332e-01;1.463e-09;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;8.370e-09;8.333e-01;7.540e-04
29.999994000;1.000e+00;8.332e-01;3.848e-09;8.332e-01;1.901e-09;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;-1.283e-09;8.333e-01;7.540e-04
29.999994000;4.001e-06;-3.424e-09;3.945e-09;-6.177e-09;2.002e-09;9.136e-04;2.736e-02;8.209e-01;3.994e-06;3.480e-09;-1.344e-09;8.333e-01;7.540e-04
30.000250000;4.001e-06;-2.065e-09;3.823e-09;-5.590e-09;3.622e-09;9.136e-04;2.736e-02;8.209e-01;3.993e-06;3.841e-09;-1.439e-09;8.333e-01;7.540e-04
30.000365000;4.001e-06;-1.987e-09;3.698e-09;-5.474e-09;3.778e-09;9.146e-04;2.733e-02;8.200e-01;3.993e-06;3.871e-09;-1.422e-09;8.333e-01;7.540e-04
30.000539000;4.000e-06;-1.955e-09;2.541e-09;-4.459e-09;4.401e-09;9.145e-04;2.734e-02;8.201e-01;3.991e-06;3.892e-09;-1.184e-09;8.333e-01;7.540e-04
30.000571000;4.000e-06;-1.993e-09;2.409e-09;-4.333e-09;4.400e-09;9.145e-04;2.734e-02;8.474e-01;3.991e-06;3.905e-09;-1.119e-09;8.333e-01;7.540e-04
30.000635000;3.999e-06;-2.029e-09;2.282e-09;-4.209e-09;4.387e-09;9.145e-04;2.734e-02;8.474e-01;3.991e-06;3.938e-09;-1.045e-09;8.333e-01;7.540e-04
30.000699000;3.999e-06;-2.058e-09;2.160e-09;-4.088e-09;4.364e-09;9.155e-04;2.731e-02;8.465e-01;3.991e-06;3.999e-09;-9.633e-10;8.333e-01;7.540e-04
30.000891000;3.998e-06;-2.051e-09;1.788e-09;-3.748e-09;4.253e-09;9.155e-04;2.731e-02;8.466e-01;3.991e-06;4.376e-09;-6.481e-10;8.333e-01;7.540e-04
30.000955000;3.998e-06;-2.005e-09;1.648e-09;-3.646e-09;4.202e-09;9.164e-04;2.728e-02;8.457e-01;3.991e-06;4.576e-09;-5.125e-10;8.333e-01;7.540e-04
30.001083000;3.998e-06;-1.850e-09;1.337e-09;-3.452e-09;4.071e-09;9.164e-04;2.728e-02;8.457e-01;3.991e-06;5.092e-09;-1.998e-10;8.333e-01;7.540e-04
30.001147000;3.997e-06;-1.746e-09;1.169e-09;-3.358e-09;3.989e-09;9.173e-04;2.725e-02;8.449e-01;3.991e-06;5.404e-09;-2.970e-11;8.333e-01;7.540e-04
30.001211000;3.997e-06;-1.630e-09;9.950e-10;-3.263e-09;3.895e-09;9.173e-04;2.725e-02;8.449e-01;3.991e-06;5.748e-09;1.423e-10;8.333e-01;7.540e-04
30.001275000;3.997e-06;-1.503e-09;8.178e-10;-3.165e-09;3.791e-09;9.183e-04;2.723e-02;8.440e-01;3.991e-06;6.120e-09;3.094e-10;8.333e-01;7.540e-04
30.001403000;3.997e-06;-1.218e-09;4.555e-10;-2.947e-09;3.556e-09;9.182e-04;2.723e-02;8.441e-01;3.991e-06;6.925e-09;6.025e-10;8.333e-01;7.540e-04
30.001467000;3.997e-06;-1.060e-09;2.717e-10;-2.826e-09;3.429e-09;9.191e-04;2.720e-02;8.432e-01;3.991e-06;7.352e-09;7.166e-10;8.333e-01;7.540e-04
30.001531000;3.997e-06;-8.919e-10;8.787e-11;-2.698e-09;3.301e-09;9.201e-04;2.717e-02;8.423e-01;3.991e-06;7.790e-09;8.018e-10;8.333e-01;7.540e-04
30.001595000;3.997e-06;-7.152e-10;-9.586e-11;-2.567e-09;3.172e-09;9.200e-04;2.717e-02;8.424e-01;3.991e-06;8.236e-09;8.538e-10;8.333e-01;7.540e-04
30.001659000;3.996e-06;-5.305e-10;-2.808e-10;-2.435e-09;3.045e-09;9.210e-04;2.715e-02;8.415e-01;3.991e-06;8.685e-09;8.708e-10;8.333e-01;7.540e-04
30.001723000;3.996e-06;-3.391e-10;-4.689e-10;-2.306e-09;2.918e-09;9.209e-04;2.715e-02;8.416e-01;3.991e-06;9.134e-09;8.527e-10;8.333e-01;7.540e-04
30.001787000;3.996e-06;-1.437e-10;-6.623e-10;-2.182e-09;2.791e-09;9.219e-04;2.712e-02;8.407e-01;3.991e-06;9.583e-09;8.014e-10;8.333e-01;7.540e-04
30.001851000;3.996e-06;5.274e-11;-8.630e-10;-2.069e-09;2.661e-09;9.228e-04;2.709e-02;8.399e-01;3.991e-06;1.003e-08;7.198e-10;8.333e-01;7.540e-04
30.001915000;3.996e-06;2.488e-10;-1.072e-09;-1.970e-09;2.526e-09;9.227e-04;2.709e-02;8.399e-01;3.991e-06;1.046e-08;6.119e-10;8.333e-01;7.540e-04
30.001979000;3.996e-06;4.442e-10;-1.289e-09;-1.886e-09;2.382e-09;9.237e-04;2.707e-02;8.390e-01;3.991e-06;1.088e-08;4.823e-10;8.333e-01;7.540e-04
30.002043000;3.996e-06;6.389e-10;-1.510e-09;-1.817e-09;2.227e-09;9.246e-04;2.704e-02;8.382e-01;3.991e-06;1.128e-08;3.354e-10;8.333e-01;7.540e-04
30.002107000;3.996e-06;8.331e-10;-1.729e-09;-1.764e-09;2.057e-09;9.246e-04;2.704e-02;8.382e-01;3.992e-06;1.165e-08;1.761e-10;8.333e-01;7.540e-04
30.002171000;3.996e-06;1.029e-09;-1.943e-09;-1.725e-09;1.869e-09;9.255e-04;2.701e-02;8.374e-01;3.992e-06;1.198e-08;7.734e-12;8.333e-01;7.540e-04
30.002235000;3.996e-06;1.230e-09;-2.145e-09;-1.702e-09;1.662e-09;9.265e-04;2.698e-02;8.365e-01;3.992e-06;1.227e-08;-1.668e-10;8.333e-01;7.540e-04
30.002299000;3.996e-06;1.441e-09;-2.332e-09;-1.695e-09;1.433e-09;9.274e-04;2.696e-02;8.356e-01;3.992e-06;1.252e-08;-3.443e-10;8.333e-01;7.540e-04
30.002363000;3.996e-06;1.663e-09;-2.501e-09;-1.703e-09;1.181e-09;9.284e-04;2.693e-02;8.348e-01;3.992e-06;1.271e-08;-5.204e-10;8.333e-01;7.540e-04
30.002427000;3.996e-06;1.899e-09;-2.650e-09;-1.726e-09;9.066e-10;9.283e-04;2.693e-02;8.348e-01;3.992e-06;1.286e-08;-6.909e-10;8.333e-01;7.540e-04
30.002491000;3.996e-06;2.145e-09;-2.778e-09;-1.763e-09;6.134e-10;9.293e-04;2.690e-02;8.340e-01;3.992e-06;1.295e-08;-8.526e-10;8.333e-01;7.540e-04
30.002555000;3.996e-06;2.400e-09;-2.887e-09;-1.812e-09;3.052e-10;9.302e-04;2.687e-02;8.600e-01;3.992e-06;1.299e-08;-1.004e-09;8.333e-01;7.540e-04
30.002619000;3.996e-06;2.659e-09;-2.980e-09;-1.872e-09;-1.322e-11;9.312e-04;2.685e-02;8.591e-01;3.992e-06;1.298e-08;-1.145e-09;8.333e-01;7.540e-04
30.002683000;3.996e-06;2.920e-09;-3.056e-09;-1.941e-09;-3.374e-10;9.322e-04;2.682e-02;8.582e-01;3.992e-06;1.292e-08;-1.274e-09;8.333e-01;7.540e-04
30.002747000;3.996e-06;3.179e-09;-3.115e-09;-2.018e-09;-6.630e-10;9.321e-04;2.682e-02;8.582e-01;3.992e-06;1.281e-08;-1.392e-09;8.333e-01;7.540e-04
30.002774000;3.996e-06;3.434e-09;-3.155e-09;-2.102e-09;-9.862e-10;9.331e-04;2.679e-02;8.573e-01;3.992e-06;1.266e-08;-1.499e-09;8.333e-01;7.540e-04
30.002806000;3.996e-06;4.637e-09;-3.015e-09;-2.711e-09;-2.724e-09;9.331e-04;2.679e-02;8.574e-01;3.993e-06;1.110e-08;-1.972e-09;8.333e-01;7.540e-04
30.002838000;3.996e-06;4.743e-09;-2.940e-09;-2.817e-09;-2.964e-09;9.341e-04;2.676e-02;8.564e-01;3.993e-06;1.079e-08;-2.034e-09;8.333e-01;7.540e-04
30.002902000;3.997e-06;4.812e-09;-2.850e-09;-2.915e-09;-3.189e-09;9.341e-04;2.676e-02;8.565e-01;3.993e-06;1.047e-08;-2.092e-09;8.333e-01;7.540e-04
30.002966000;3.997e-06;4.844e-09;-2.744e-09;-2.999e-09;-3.401e-09;9.350e-04;2.674e-02;8.556e-01;3.993e-06;1.016e-08;-2.148e-09;8.333e-01;7.540e-04
30.003030000;3.997e-06;4.837e-09;-2.628e-09;-3.066e-09;-3.602e-09;9.360e-04;2.671e-02;8.547e-01;3.994e-06;9.838e-09;-2.203e-09;8.333e-01;7.540e-04
30.003063000;3.997e-06;4.790e-09;-2.506e-09;-3.113e-09;-3.794e-09;9.370e-04;2.668e-02;8.538e-01;3.994e-06;9.511e-09;-2.259e-09;8.333e-01;7.540e-04
30.003127000;3.997e-06;3.575e-09;-1.721e-09;-2.866e-09;-5.099e-09;9.370e-04;2.668e-02;8.538e-01;3.995e-06;7.029e-09;-2.768e-09;8.333e-01;7.540e-04
30.003191000;3.998e-06;3.323e-09;-1.635e-09;-2.759e-09;-5.289e-09;9.380e-04;2.665e-02;8.529e-01;3.996e-06;6.662e-09;-2.854e-09;8.333e-01;7.540e-04
30.003255000;3.998e-06;3.062e-09;-1.558e-09;-2.638e-09;-5.475e-09;9.390e-04;2.662e-02;8.520e-01;3.996e-06;6.298e-09;-2.939e-09;8.333e-01;7.540e-04
30.003346000;3.998e-06;2.795e-09;-1.494e-09;-2.502e-09;-5.655e-09;9.400e-04;2.660e-02;8.511e-01;3.996e-06;5.938e-09;-3.023e-09;8.333e-01;7.540e-04
30.003409000;3.998e-06;2.527e-09;-1.442e-09;-2.352e-09;-5.828e-09;9.410e-04;2.657e-02;8.501e-01;3.996e-06;5.588e-09;-3.106e-09;8.333e-01;7.540e-04
30.003471000;3.998e-06;2.261e-09;-1.403e-09;-2.185e-09;-5.997e-09;9.420e-04;2.654e-02;8.492e-01;3.997e-06;5.250e-09;-3.188e-09;8.333e-01;7.540e-04
30.003533000;3.998e-06;2.000e-09;-1.373e-09;-2.003e-09;-6.163e-09;9.431e-04;2.651e-02;8.483e-01;3.997e-06;4.929e-09;-3.268e-09;8.333e-01;7.540e-04
30.003595000;3.998e-06;1.746e-09;-1.354e-09;-1.807e-09;-6.326e-09;9.441e-04;2.648e-02;8.474e-01;3.997e-06;4.631e-09;-3.346e-09;8.333e-01;7.540e-04
30.003657000;3.998e-06;1.503e-09;-1.343e-09;-1.600e-09;-6.483e-09;9.441e-04;2.648e-02;8.738e-01;3.997e-06;4.356e-09;-3.421e-09;8.333e-01;7.540e-04
30.003719000;3.999e-06;1.274e-09;-1.345e-09;-1.386e-09;-6.631e-09;9.452e-04;2.645e-02;8.728e-01;3.998e-06;4.108e-09;-3.491e-09;8.333e-01;7.540e-04
30.003781000;3.999e-06;1.062e-09;-1.362e-09;-1.165e-09;-6.765e-09;9.462e-04;2.642e-02;8.719e-01;3.998e-06;3.885e-09;-3.552e-09;8.333e-01;7.540e-04
30.003905000;3.999e-06;8.678e-10;-1.396e-09;-9.431e-10;-6.880e-09;9.474e-04;2.639e-02;8.708e-01;3.998e-06;3.687e-09;-3.600e-09;8.333e-01;7.540e-04
30.004017000;3.999e-06;6.939e-10;-1.447e-09;-7.241e-10;-6.970e-09;9.485e-04;2.636e-02;8.698e-01;3.998e-06;3.512e-09;-3.635e-09;8.333e-01;7.540e-04
30.004129000;3.999e-06;5.411e-10;-1.517e-09;-5.130e-10;-7.033e-09;9.487e-04;2.635e-02;8.696e-01;3.998e-06;3.358e-09;-3.656e-09;8.333e-01;7.540e-04
30.004241000;3.999e-06;4.107e-10;-1.605e-09;-3.142e-10;-7.066e-09;9.499e-04;2.632e-02;8.685e-01;3.999e-06;3.223e-09;-3.664e-09;8.333e-01;7.540e-04
30.004353000;3.999e-06;3.032e-10;-1.712e-09;-1.311e-10;-7.068e-09;9.511e-04;2.628e-02;8.674e-01;3.999e-06;3.108e-09;-3.660e-09;8.333e-01;7.540e-04
30.004465000;3.999e-06;2.180e-10;-1.841e-09;3.440e-11;-7.039e-09;9.514e-04;2.628e-02;8.672e-01;3.999e-06;3.014e-09;-3.645e-09;8.333e-01;7.540e-04
30.004576000;3.999e-06;1.532e-10;-1.991e-09;1.811e-10;-6.979e-09;9.517e-04;2.627e-02;8.669e-01;3.999e-06;2.945e-09;-3.622e-09;8.333e-01;7.540e-04
30.004688000;3.999e-06;1.072e-10;-2.165e-09;3.080e-10;-6.889e-09;9.520e-04;2.626e-02;8.666e-01;4.000e-06;2.901e-09;-3.590e-09;8.333e-01;7.540e-04
30.004800000;4.000e-06;7.810e-11;-2.359e-09;4.145e-10;-6.771e-09;9.524e-04;2.625e-02;8.662e-01;4.000e-06;2.885e-09;-3.554e-09;8.333e-01;7.540e-04
30.004912000;4.000e-06;6.365e-11;-2.570e-09;5.010e-10;-6.628e-09;9.528e-04;2.624e-02;8.659e-01;4.000e-06;2.895e-09;-3.513e-09;8.333e-01;7.540e-04
30.005024000;4.000e-06;6.181e-11;-2.794e-09;5.682e-10;-6.460e-09;9.533e-04;2.623e-02;8.654e-01;4.000e-06;2.927e-09;-3.470e-09;8.333e-01;7.540e-04
30.005105000;4.000e-06;7.173e-11;-3.029e-09;6.176e-10;-6.269e-09;9.526e-04;2.624e-02;8.660e-01;4.000e-06;2.980e-09;-3.428e-09;8.333e-01;7.540e-04
30.005137000;4.000e-06;3.662e-10;-4.468e-09;7.881e-10;-4.748e-09;9.528e-04;2.624e-02;8.659e-01;4.002e-06;3.665e-09;-3.332e-09;8.333e-01;7.540e-04
30.005169000;4.000e-06;4.532e-10;-4.671e-09;8.336e-10;-4.479e-09;9.530e-04;2.623e-02;8.657e-01;4.002e-06;3.823e-09;-3.359e-09;8.333e-01;7.540e-04
30.005233000;4.000e-06;5.504e-10;-4.855e-09;8.861e-10;-4.217e-09;9.533e-04;2.623e-02;8.655e-01;4.002e-06;3.987e-09;-3.402e-09;8.333e-01;7.540e-04
30.005361000;3.999e-06;6.576e-10;-5.020e-09;9.422e-10;-3.966e-09;9.529e-04;2.623e-02;8.657e-01;4.002e-06;4.151e-09;-3.462e-09;8.333e-01;7.540e-04
30.005489000;3.999e-06;7.749e-10;-5.169e-09;9.984e-10;-3.729e-09;9.527e-04;2.624e-02;8.660e-01;4.002e-06;4.313e-09;-3.542e-09;8.333e-01;7.540e-04
30.005745000;3.999e-06;9.006e-10;-5.303e-09;1.052e-09;-3.506e-09;9.532e-04;2.623e-02;8.655e-01;4.003e-06;4.469e-09;-3.640e-09;8.333e-01;7.540e-04
30.005975000;3.999e-06;1.031e-09;-5.426e-09;1.101e-09;-3.300e-09;9.536e-04;2.622e-02;8.651e-01;4.003e-06;4.617e-09;-3.756e-09;8.333e-01;7.540e-04
30.006205000;3.999e-06;1.160e-09;-5.537e-09;1.145e-09;-3.110e-09;9.543e-04;2.620e-02;8.645e-01;4.003e-06;4.756e-09;-3.887e-09;8.333e-01;7.540e-04
30.006436000;3.999e-06;1.284e-09;-5.638e-09;1.183e-09;-2.935e-09;9.550e-04;2.618e-02;8.639e-01;4.003e-06;4.881e-09;-4.028e-09;8.333e-01;7.540e-04
