time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;SyncCompensator_GEN_TSO_FrequencyHz;SyncCompensator_GEN_TSO_ActivePower;SyncCompensator_GEN_TSO_ReactivePower;Main_load_LOAD_TSO_ActivePower;Main_load_LOAD_TSO_ReactivePower;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;SyncCompensator_GEN_FrequencyHz;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.005262;1.034e+00;6.605e-01;-3.255e-02;6.387e-01;-3.147e-02;1.024e+00;1.043e+00;6.498e-01;8.292e-03;5.000e+01;6.161e-03;3.289e-02;6.667e-01;0.000e+00;1.034e+00;5.945e-01;-2.929e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;4.999e+01;4.999e+01
0.005469;1.034e+00;6.606e-01;-3.235e-02;6.388e-01;-3.128e-02;1.025e+00;1.043e+00;6.499e-01;8.493e-03;5.000e+01;6.049e-03;3.268e-02;6.667e-01;0.000e+00;1.034e+00;5.946e-01;-2.911e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;4.999e+01;4.999e+01
0.005490;1.034e+00;6.606e-01;-3.233e-02;6.388e-01;-3.126e-02;1.025e+00;1.043e+00;6.499e-01;8.513e-03;5.000e+01;6.038e-03;3.266e-02;6.667e-01;0.000e+00;1.034e+00;5.946e-01;-2.909e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;4.999e+01;4.999e+01
0.005506;1.034e+00;6.606e-01;-3.231e-02;6.388e-01;-3.124e-02;1.025e+00;1.043e+00;6.499e-01;8.528e-03;5.000e+01;6.029e-03;3.264e-02;6.667e-01;0.000e+00;1.034e+00;5.946e-01;-2.908e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.005602;1.034e+00;6.607e-01;-3.222e-02;6.388e-01;-3.115e-02;1.025e+00;1.043e+00;6.499e-01;8.621e-03;5.000e+01;5.977e-03;3.255e-02;6.667e-01;0.000e+00;1.034e+00;5.946e-01;-2.900e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.005730;1.034e+00;6.608e-01;-3.209e-02;6.389e-01;-3.103e-02;1.025e+00;1.044e+00;6.499e-01;8.744e-03;5.000e+01;5.907e-03;3.242e-02;6.667e-01;0.000e+00;1.034e+00;5.947e-01;-2.888e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.006345;1.034e+00;6.611e-01;-3.150e-02;6.391e-01;-3.045e-02;1.025e+00;1.044e+00;6.501e-01;9.334e-03;5.000e+01;5.567e-03;3.181e-02;6.667e-01;0.000e+00;1.034e+00;5.950e-01;-2.835e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.006575;1.035e+00;6.612e-01;-3.128e-02;6.391e-01;-3.023e-02;1.025e+00;1.044e+00;6.502e-01;9.552e-03;5.000e+01;5.438e-03;3.158e-02;6.667e-01;0.000e+00;1.035e+00;5.951e-01;-2.815e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.007036;1.035e+00;6.615e-01;-3.084e-02;6.393e-01;-2.980e-02;1.025e+00;1.044e+00;6.503e-01;9.986e-03;5.000e+01;5.179e-03;3.114e-02;6.667e-01;0.000e+00;1.035e+00;5.953e-01;-2.775e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.007266;1.035e+00;6.616e-01;-3.062e-02;6.394e-01;-2.960e-02;1.026e+00;1.044e+00;6.504e-01;1.020e-02;5.000e+01;5.049e-03;3.092e-02;6.667e-01;0.000e+00;1.035e+00;5.955e-01;-2.756e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.008188;1.035e+00;6.621e-01;-2.979e-02;6.397e-01;-2.879e-02;1.026e+00;1.044e+00;6.507e-01;1.102e-02;5.000e+01;4.532e-03;3.007e-02;6.667e-01;0.000e+00;1.035e+00;5.959e-01;-2.681e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.008418;1.035e+00;6.623e-01;-2.959e-02;6.398e-01;-2.859e-02;1.026e+00;1.045e+00;6.508e-01;1.122e-02;5.000e+01;4.403e-03;2.987e-02;6.667e-01;0.000e+00;1.035e+00;5.960e-01;-2.663e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.008879;1.035e+00;6.625e-01;-2.921e-02;6.400e-01;-2.821e-02;1.026e+00;1.045e+00;6.509e-01;1.161e-02;5.000e+01;4.148e-03;2.947e-02;6.667e-01;0.000e+00;1.035e+00;5.963e-01;-2.629e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.009109;1.035e+00;6.626e-01;-2.902e-02;6.401e-01;-2.803e-02;1.027e+00;1.045e+00;6.510e-01;1.180e-02;5.000e+01;4.021e-03;2.928e-02;6.667e-01;0.000e+00;1.035e+00;5.964e-01;-2.612e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.009801;1.035e+00;6.630e-01;-2.848e-02;6.403e-01;-2.750e-02;1.027e+00;1.045e+00;6.512e-01;1.234e-02;5.000e+01;3.646e-03;2.873e-02;6.667e-01;0.000e+00;1.035e+00;5.967e-01;-2.563e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.010031;1.035e+00;6.631e-01;-2.830e-02;6.404e-01;-2.733e-02;1.027e+00;1.045e+00;6.513e-01;1.251e-02;5.000e+01;3.522e-03;2.855e-02;6.667e-01;0.000e+00;1.035e+00;5.968e-01;-2.547e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.010261;1.036e+00;6.633e-01;-2.814e-02;6.405e-01;-2.717e-02;1.027e+00;1.045e+00;6.514e-01;1.268e-02;5.000e+01;3.399e-03;2.838e-02;6.667e-01;0.000e+00;1.036e+00;5.969e-01;-2.532e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.011035;1.036e+00;6.637e-01;-2.760e-02;6.408e-01;-2.665e-02;1.027e+00;1.045e+00;6.516e-01;1.322e-02;5.000e+01;2.994e-03;2.784e-02;6.667e-01;0.000e+00;1.036e+00;5.973e-01;-2.484e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.011291;1.036e+00;6.638e-01;-2.743e-02;6.409e-01;-2.649e-02;1.028e+00;1.045e+00;6.517e-01;1.339e-02;5.000e+01;2.863e-03;2.766e-02;6.667e-01;0.000e+00;1.036e+00;5.974e-01;-2.469e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.011547;1.036e+00;6.639e-01;-2.727e-02;6.410e-01;-2.633e-02;1.028e+00;1.045e+00;6.518e-01;1.355e-02;5.000e+01;2.733e-03;2.750e-02;6.667e-01;0.000e+00;1.036e+00;5.975e-01;-2.454e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.011803;1.036e+00;6.641e-01;-2.711e-02;6.411e-01;-2.617e-02;1.028e+00;1.046e+00;6.519e-01;1.371e-02;5.000e+01;2.604e-03;2.734e-02;6.667e-01;0.000e+00;1.036e+00;5.977e-01;-2.440e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.013893;1.036e+00;6.651e-01;-2.600e-02;6.418e-01;-2.509e-02;1.028e+00;1.046e+00;6.526e-01;1.484e-02;5.000e+01;1.610e-03;2.621e-02;6.667e-01;0.000e+00;1.036e+00;5.986e-01;-2.340e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.014149;1.036e+00;6.652e-01;-2.588e-02;6.419e-01;-2.498e-02;1.029e+00;1.046e+00;6.527e-01;1.497e-02;5.000e+01;1.497e-03;2.609e-02;6.667e-01;0.000e+00;1.036e+00;5.987e-01;-2.330e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.015173;1.036e+00;6.656e-01;-2.546e-02;6.422e-01;-2.456e-02;1.029e+00;1.046e+00;6.530e-01;1.540e-02;5.000e+01;1.058e-03;2.566e-02;6.667e-01;0.000e+00;1.036e+00;5.990e-01;-2.291e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.015941;1.036e+00;6.659e-01;-2.518e-02;6.425e-01;-2.429e-02;1.029e+00;1.046e+00;6.532e-01;1.570e-02;5.000e+01;7.489e-04;2.537e-02;6.667e-01;0.000e+00;1.036e+00;5.993e-01;-2.266e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.016197;1.037e+00;6.660e-01;-2.509e-02;6.425e-01;-2.420e-02;1.029e+00;1.046e+00;6.533e-01;1.579e-02;5.000e+01;6.500e-04;2.528e-02;6.667e-01;0.000e+00;1.037e+00;5.994e-01;-2.258e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.016709;1.037e+00;6.662e-01;-2.492e-02;6.427e-01;-2.404e-02;1.029e+00;1.046e+00;6.534e-01;1.596e-02;5.000e+01;4.567e-04;2.511e-02;6.667e-01;0.000e+00;1.037e+00;5.996e-01;-2.243e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.017221;1.037e+00;6.664e-01;-2.477e-02;6.429e-01;-2.389e-02;1.029e+00;1.047e+00;6.536e-01;1.612e-02;5.000e+01;2.711e-04;2.496e-02;6.667e-01;0.000e+00;1.037e+00;5.998e-01;-2.229e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.019069;1.037e+00;6.670e-01;-2.430e-02;6.433e-01;-2.344e-02;1.029e+00;1.047e+00;6.540e-01;1.662e-02;5.000e+01;-3.356e-04;2.448e-02;6.667e-01;0.000e+00;1.037e+00;6.003e-01;-2.187e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.019581;1.037e+00;6.672e-01;-2.419e-02;6.435e-01;-2.333e-02;1.030e+00;1.047e+00;6.541e-01;1.674e-02;5.000e+01;-4.867e-04;2.437e-02;6.667e-01;0.000e+00;1.037e+00;6.004e-01;-2.177e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.020093;1.037e+00;6.673e-01;-2.409e-02;6.436e-01;-2.323e-02;1.030e+00;1.047e+00;6.543e-01;1.685e-02;5.000e+01;-6.300e-04;2.426e-02;6.667e-01;0.000e+00;1.037e+00;6.006e-01;-2.168e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.025213;1.037e+00;6.684e-01;-2.334e-02;6.445e-01;-2.251e-02;1.030e+00;1.047e+00;6.551e-01;1.764e-02;5.000e+01;-1.687e-03;2.351e-02;6.667e-01;0.000e+00;1.037e+00;6.015e-01;-2.101e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.030837;1.037e+00;6.688e-01;-2.281e-02;6.448e-01;-2.199e-02;1.030e+00;1.047e+00;6.554e-01;1.818e-02;5.000e+01;-2.128e-03;2.297e-02;6.667e-01;0.000e+00;1.037e+00;6.019e-01;-2.053e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.032637;1.037e+00;6.688e-01;-2.266e-02;6.447e-01;-2.185e-02;1.030e+00;1.047e+00;6.553e-01;1.832e-02;5.000e+01;-2.128e-03;2.282e-02;6.667e-01;0.000e+00;1.037e+00;6.019e-01;-2.039e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.033537;1.037e+00;6.688e-01;-2.259e-02;6.447e-01;-2.177e-02;1.031e+00;1.047e+00;6.553e-01;1.839e-02;5.000e+01;-2.103e-03;2.274e-02;6.667e-01;0.000e+00;1.037e+00;6.019e-01;-2.033e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.035337;1.037e+00;6.687e-01;-2.244e-02;6.446e-01;-2.163e-02;1.031e+00;1.047e+00;6.552e-01;1.852e-02;5.000e+01;-2.009e-03;2.259e-02;6.667e-01;0.000e+00;1.037e+00;6.018e-01;-2.019e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.001e+01;5.001e+01
0.036231;1.037e+00;6.686e-01;-2.236e-02;6.445e-01;-2.155e-02;1.031e+00;1.048e+00;6.551e-01;1.858e-02;5.000e+01;-1.940e-03;2.251e-02;6.667e-01;0.000e+00;1.037e+00;6.017e-01;-2.012e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.040071;1.037e+00;6.682e-01;-2.203e-02;6.440e-01;-2.123e-02;1.031e+00;1.048e+00;6.546e-01;1.884e-02;5.000e+01;-1.494e-03;2.218e-02;6.667e-01;0.000e+00;1.037e+00;6.013e-01;-1.982e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.040583;1.038e+00;6.681e-01;-2.198e-02;6.439e-01;-2.119e-02;1.031e+00;1.048e+00;6.545e-01;1.888e-02;5.000e+01;-1.421e-03;2.213e-02;6.667e-01;0.000e+00;1.038e+00;6.013e-01;-1.978e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.045119;1.038e+00;6.674e-01;-2.156e-02;6.432e-01;-2.078e-02;1.031e+00;1.048e+00;6.537e-01;1.920e-02;5.000e+01;-7.111e-04;2.170e-02;6.667e-01;0.000e+00;1.038e+00;6.006e-01;-1.940e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.049802;1.038e+00;6.667e-01;-2.111e-02;6.424e-01;-2.034e-02;1.031e+00;1.048e+00;6.529e-01;1.954e-02;5.000e+01;-4.444e-06;2.125e-02;6.667e-01;0.000e+00;1.038e+00;6.000e-01;-1.900e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.050802;1.038e+00;6.665e-01;-2.102e-02;6.423e-01;-2.025e-02;1.032e+00;1.048e+00;6.528e-01;1.961e-02;5.000e+01;1.278e-04;2.115e-02;6.667e-01;0.000e+00;1.038e+00;5.999e-01;-1.892e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.051802;1.038e+00;6.664e-01;-2.092e-02;6.421e-01;-2.016e-02;1.032e+00;1.048e+00;6.526e-01;1.969e-02;5.000e+01;2.500e-04;2.106e-02;6.667e-01;0.000e+00;1.038e+00;5.998e-01;-1.883e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;4.999e+01;4.999e+01
0.055157;1.038e+00;6.661e-01;-2.061e-02;6.417e-01;-1.986e-02;1.032e+00;1.048e+00;6.522e-01;1.994e-02;5.000e+01;5.789e-04;2.074e-02;6.667e-01;0.000e+00;1.038e+00;5.995e-01;-1.855e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;4.999e+01;4.999e+01
0.060157;1.038e+00;6.659e-01;-2.018e-02;6.414e-01;-1.944e-02;1.032e+00;1.048e+00;6.519e-01;2.032e-02;5.000e+01;8.067e-04;2.030e-02;6.667e-01;0.000e+00;1.038e+00;5.993e-01;-1.816e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;4.999e+01;4.999e+01
0.061157;1.038e+00;6.659e-01;-2.010e-02;6.414e-01;-1.936e-02;1.032e+00;1.048e+00;6.519e-01;2.040e-02;5.000e+01;8.144e-04;2.022e-02;6.667e-01;0.000e+00;1.038e+00;5.993e-01;-1.809e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.065157;1.038e+00;6.659e-01;-1.979e-02;6.414e-01;-1.906e-02;1.032e+00;1.048e+00;6.519e-01;2.069e-02;5.000e+01;7.267e-04;1.991e-02;6.667e-01;0.000e+00;1.038e+00;5.993e-01;-1.781e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.066157;1.038e+00;6.660e-01;-1.972e-02;6.415e-01;-1.899e-02;1.032e+00;1.048e+00;6.519e-01;2.076e-02;5.000e+01;6.789e-04;1.983e-02;6.667e-01;0.000e+00;1.038e+00;5.994e-01;-1.774e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.067157;1.038e+00;6.660e-01;-1.964e-02;6.415e-01;-1.892e-02;1.032e+00;1.049e+00;6.520e-01;2.083e-02;5.000e+01;6.222e-04;1.976e-02;6.667e-01;0.000e+00;1.038e+00;5.994e-01;-1.768e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.070157;1.038e+00;6.663e-01;-1.944e-02;6.417e-01;-1.872e-02;1.032e+00;1.049e+00;6.521e-01;2.105e-02;5.000e+01;4.067e-04;1.955e-02;6.667e-01;0.000e+00;1.038e+00;5.996e-01;-1.749e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.071157;1.038e+00;6.663e-01;-1.937e-02;6.417e-01;-1.866e-02;1.033e+00;1.049e+00;6.522e-01;2.112e-02;5.000e+01;3.233e-04;1.949e-02;6.667e-01;0.000e+00;1.038e+00;5.997e-01;-1.743e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.075157;1.038e+00;6.667e-01;-1.912e-02;6.420e-01;-1.841e-02;1.033e+00;1.049e+00;6.525e-01;2.139e-02;5.000e+01;-4.333e-05;1.923e-02;6.667e-01;0.000e+00;1.038e+00;6.000e-01;-1.721e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.079157;1.038e+00;6.671e-01;-1.887e-02;6.424e-01;-1.817e-02;1.033e+00;1.049e+00;6.528e-01;2.165e-02;5.000e+01;-4.189e-04;1.898e-02;6.667e-01;0.000e+00;1.038e+00;6.004e-01;-1.699e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.080157;1.039e+00;6.672e-01;-1.881e-02;6.424e-01;-1.812e-02;1.033e+00;1.049e+00;6.528e-01;2.172e-02;5.000e+01;-5.078e-04;1.892e-02;6.667e-01;0.000e+00;1.039e+00;6.005e-01;-1.693e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.085533;1.039e+00;6.676e-01;-1.849e-02;6.428e-01;-1.780e-02;1.033e+00;1.049e+00;6.531e-01;2.206e-02;5.000e+01;-9.133e-04;1.859e-02;6.667e-01;0.000e+00;1.039e+00;6.008e-01;-1.664e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.090533;1.039e+00;6.678e-01;-1.818e-02;6.429e-01;-1.750e-02;1.033e+00;1.049e+00;6.533e-01;2.236e-02;5.000e+01;-1.141e-03;1.828e-02;6.667e-01;0.000e+00;1.039e+00;6.010e-01;-1.636e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.095533;1.039e+00;6.679e-01;-1.786e-02;6.429e-01;-1.719e-02;1.033e+00;1.049e+00;6.533e-01;2.267e-02;5.000e+01;-1.211e-03;1.796e-02;6.667e-01;0.000e+00;1.039e+00;6.011e-01;-1.607e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.096533;1.039e+00;6.679e-01;-1.779e-02;6.429e-01;-1.713e-02;1.034e+00;1.049e+00;6.533e-01;2.273e-02;5.000e+01;-1.207e-03;1.789e-02;6.667e-01;0.000e+00;1.039e+00;6.011e-01;-1.602e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.100533;1.039e+00;6.678e-01;-1.752e-02;6.428e-01;-1.687e-02;1.034e+00;1.049e+00;6.531e-01;2.297e-02;5.000e+01;-1.142e-03;1.762e-02;6.667e-01;0.000e+00;1.039e+00;6.010e-01;-1.577e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.103533;1.039e+00;6.677e-01;-1.732e-02;6.427e-01;-1.667e-02;1.034e+00;1.049e+00;6.530e-01;2.315e-02;5.000e+01;-1.054e-03;1.741e-02;6.667e-01;0.000e+00;1.039e+00;6.009e-01;-1.559e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.104533;1.039e+00;6.677e-01;-1.725e-02;6.426e-01;-1.660e-02;1.034e+00;1.050e+00;6.529e-01;2.321e-02;5.000e+01;-1.019e-03;1.734e-02;6.667e-01;0.000e+00;1.039e+00;6.009e-01;-1.552e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.105533;1.039e+00;6.676e-01;-1.718e-02;6.426e-01;-1.653e-02;1.034e+00;1.050e+00;6.529e-01;2.327e-02;5.000e+01;-9.822e-04;1.727e-02;6.667e-01;0.000e+00;1.039e+00;6.009e-01;-1.546e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
0.110533;1.039e+00;6.675e-01;-1.683e-02;6.423e-01;-1.619e-02;1.034e+00;1.050e+00;6.526e-01;2.358e-02;5.000e+01;-7.844e-04;1.692e-02;6.667e-01;0.000e+00;1.039e+00;6.007e-01;-1.515e-02;1.000e+01;5.000e+01;6.667e-01;5.592e-03;1.044e+00;5.000e+01;5.000e+01
